resultId,raceId,position,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,driverAge,countryRankByChampionships,countryRankByProportion,allTimeStarts,allTimefastestLap,constructorRank,driverTop100,countryTop38
17151,706,,0,0,0,31,5,11,1,0,11,-1,8
17152,707,1,6,9,18,36,0,7,176,10,11,30,1
17153,707,2,3,3,14,34,6,13,86,6,27,66,10
17154,707,3,7,7,14,39,4,2,126,12,27,37,6
17155,707,4,4,1,5,30,5,11,42,2,0,-1,8
17156,707,5,0,0,0,25,8,14,54,1,0,-1,13
17157,707,6,0,0,0,23,4,1,60,3,15,74,9
17158,707,7,2,1,14,35,-1,-1,-1,-1,26,75,-1
17159,707,8,6,1,1,35,8,14,104,0,27,-1,15
17160,707,9,0,0,0,32,6,13,9,0,0,-1,10
17161,707,10,1,0,0,25,0,7,16,1,32,-1,1
17162,707,11,5,0,1,29,8,14,96,4,33,96,18
17163,707,12,0,0,0,30,8,14,8,0,10,-1,13
17164,707,13,1,0,0,29,6,13,11,0,26,-1,10
17165,707,,0,0,0,26,0,7,99,15,11,25,1
17166,707,,1,13,18,29,0,7,72,28,10,35,1
17167,707,,1,3,19,28,7,3,100,3,15,48,14
17168,707,,0,0,1,29,0,7,36,0,10,-1,1
17169,707,,11,1,4,35,0,7,50,1,32,-1,1
17170,708,1,2,1,14,35,-1,-1,-1,-1,26,75,-1
17171,708,2,3,3,13,34,6,13,86,6,27,66,10
17172,708,3,0,0,1,29,0,7,36,0,10,-1,1
17173,708,4,5,0,1,29,8,14,96,4,33,96,18
17174,708,5,1,0,0,29,6,13,11,0,26,-1,10
17175,708,6,1,0,0,25,0,7,16,1,32,-1,1
17176,708,7,0,0,0,25,8,14,54,1,0,-1,13
17177,708,8,4,1,5,30,5,11,42,2,0,-1,8
17178,708,,6,8,17,36,0,7,176,10,11,30,1
17179,708,,0,0,0,30,8,14,8,0,10,-1,13
17180,708,,6,1,1,35,8,14,104,0,27,-1,15
17181,708,,0,0,0,23,4,1,60,3,15,74,9
17182,708,,7,7,13,39,4,2,126,12,27,37,6
17183,708,,0,0,0,26,0,7,99,15,11,25,1
17184,708,,0,0,0,32,6,13,9,0,32,-1,10
17185,708,,1,3,19,28,7,3,100,3,15,48,14
17186,708,,1,13,18,29,0,7,72,28,10,35,1
17187,708,,10,1,4,35,0,7,50,1,32,-1,1
17188,708,,3,0,0,32,5,11,10,1,0,-1,8
17189,709,1,6,8,17,35,0,7,176,10,11,30,1
17190,709,2,2,0,13,34,-1,-1,-1,-1,11,75,-1
17191,709,3,3,0,2,31,0,7,11,0,10,-1,1
17192,709,4,1,13,18,28,0,7,72,28,10,35,1
17193,709,5,6,1,1,34,8,14,104,0,15,-1,15
17194,709,6,1,0,0,24,0,7,50,1,32,-1,1
17195,709,7,0,0,1,33,0,7,25,0,27,-1,1
17196,709,8,5,0,1,28,8,14,96,4,32,96,18
17197,709,9,7,3,16,37,6,13,48,6,15,80,10
17198,709,10,4,1,5,29,5,11,42,2,0,-1,8
17199,709,,3,3,12,33,6,13,86,6,27,66,10
17200,709,,7,2,10,47,4,12,82,1,11,91,5
17201,709,,7,7,13,38,4,2,126,12,27,37,6
17202,709,,1,3,19,27,7,3,100,3,15,48,14
17203,709,,4,3,12,30,0,7,111,11,0,54,1
17204,709,,7,0,1,28,0,7,27,0,33,-1,1
17205,709,,4,0,0,21,7,3,96,3,32,85,14
17206,709,,2,0,0,25,6,13,30,0,32,99,10
17207,709,,3,0,0,34,4,12,4,0,32,-1,5
17208,709,,9,1,4,34,0,7,50,1,32,-1,1
17209,709,,6,0,0,46,8,14,9,0,33,-1,17
17210,709,,6,1,1,30,5,11,21,1,11,-1,8
17211,709,,3,0,3,27,7,9,25,0,11,-1,20
17212,710,1,1,13,18,28,0,7,72,28,10,35,1
17213,710,2,4,3,12,30,0,7,111,11,0,54,1
17214,710,3,3,0,1,31,0,7,11,0,10,-1,1
17215,710,4,6,7,16,35,0,7,176,10,11,30,1
17216,710,5,3,0,0,21,7,3,96,3,32,85,14
17217,710,6,0,0,1,33,0,7,25,0,27,-1,1
17218,710,7,1,3,19,27,7,3,100,3,15,48,14
17219,710,8,7,3,16,37,6,13,48,6,15,80,10
17220,710,9,6,1,1,34,8,14,104,0,33,-1,15
17221,710,10,5,1,1,30,5,11,21,1,11,-1,8
17222,710,11,2,0,12,34,-1,-1,-1,-1,11,75,-1
17223,710,12,1,0,0,24,0,7,50,1,32,-1,1
17224,710,13,5,0,1,28,8,14,96,4,33,96,18
17225,710,,7,7,13,38,4,2,126,12,27,37,6
17226,710,,3,3,12,33,6,13,86,6,27,66,10
17227,710,,4,1,5,29,5,11,42,2,0,-1,8
17228,710,,4,0,0,30,8,14,28,0,29,-1,12
17229,710,,2,0,3,27,7,9,25,0,11,-1,20
17230,711,1,1,12,17,28,0,7,72,28,10,35,1
17231,711,2,1,3,19,27,7,3,100,3,15,48,14
17232,711,3,7,7,13,38,4,2,126,12,27,37,6
17233,711,4,2,0,12,34,-1,-1,-1,-1,11,75,-1
17234,711,5,6,7,16,35,0,7,176,10,11,30,1
17235,711,6,3,3,12,33,6,13,86,6,27,66,10
17236,711,7,7,0,1,28,0,7,27,0,33,-1,1
17237,711,8,5,1,1,30,5,11,21,1,11,-1,8
17238,711,9,3,0,0,31,0,7,11,0,10,-1,1
17239,711,10,8,1,4,34,0,7,50,1,33,-1,1
17240,711,,1,0,0,25,6,13,30,0,10,99,10
17241,711,,5,0,1,28,8,14,96,4,27,96,18
17242,711,,7,3,16,37,6,13,48,6,15,80,10
17243,711,,4,1,5,29,5,11,42,2,0,-1,8
17244,711,,5,0,0,46,8,14,9,0,33,-1,17
17245,711,,6,1,1,34,8,14,104,0,27,-1,15
17246,711,,4,3,11,30,0,7,111,11,0,54,1
17247,711,,3,0,0,21,7,3,96,3,32,85,14
17248,712,1,3,3,12,33,6,13,86,6,27,66,10
17249,712,2,6,7,16,35,0,7,176,10,11,30,1
17250,712,3,7,7,12,38,4,2,126,12,27,37,6
17251,712,4,3,0,0,31,0,7,11,0,10,-1,1
17252,712,5,2,0,12,34,-1,-1,-1,-1,11,75,-1
17253,712,6,1,3,18,27,7,3,100,3,15,48,14
17254,712,7,7,3,16,37,6,13,48,6,15,80,10
17255,712,8,1,0,0,24,0,7,50,1,32,-1,1
17256,712,9,4,1,5,29,5,11,42,2,0,-1,8
17257,712,10,3,0,0,21,7,3,96,3,32,85,14
17258,712,11,7,2,10,47,4,12,82,1,11,91,5
17259,712,12,0,0,1,33,0,7,25,0,27,-1,1
17260,712,,8,1,4,34,0,7,50,1,33,-1,1
17261,712,,1,11,16,28,0,7,72,28,10,35,1
17262,712,,4,3,11,30,0,7,111,11,0,54,1
17263,712,,7,0,1,28,0,7,27,0,33,-1,1
17264,712,,5,0,1,28,8,14,96,4,33,96,18
17265,713,1,1,11,16,28,0,7,72,28,10,35,1
17266,713,2,6,7,15,35,0,7,176,10,11,30,1
17267,713,3,4,3,11,30,0,7,111,11,0,54,1
17268,713,4,7,7,11,38,4,2,126,12,27,37,6
17269,713,5,4,1,5,29,5,11,42,2,0,-1,8
17270,713,6,7,3,16,37,6,13,48,6,15,80,10
17271,713,7,0,0,1,33,0,7,25,0,27,-1,1
17272,713,8,2,0,12,34,-1,-1,-1,-1,11,75,-1
17273,713,9,0,0,0,28,0,7,36,0,10,-1,1
17274,713,10,7,1,4,34,0,7,50,1,33,-1,1
17275,713,11,5,0,1,28,8,14,96,4,33,96,18
17276,713,12,5,1,1,30,5,11,21,1,11,-1,8
17277,713,13,3,2,11,33,6,13,86,6,27,66,10
17278,713,14,0,0,0,31,0,7,5,0,15,-1,1
17279,713,,5,1,1,34,8,14,104,0,33,-1,15
17280,713,,1,0,0,25,6,13,30,0,32,99,10
17281,713,,1,0,3,27,7,9,25,0,11,-1,20
17282,713,,4,0,0,43,0,7,3,0,33,-1,1
17283,713,,6,0,1,28,0,7,27,0,32,-1,1
17284,713,,1,0,0,24,0,7,50,1,32,-1,1
17285,713,,3,0,0,21,7,3,96,3,32,85,14
17286,713,,1,3,18,27,7,3,100,3,15,48,14
17287,713,,1,0,0,34,4,2,8,0,27,-1,6
17288,713,,7,2,10,47,4,12,82,1,11,91,5
17289,713,,1,0,0,24,0,7,16,1,11,-1,1
17290,714,1,4,3,10,30,0,7,111,11,0,54,1
17291,714,2,6,7,14,35,0,7,176,10,11,30,1
17292,714,3,4,1,5,29,5,11,42,2,0,-1,8
17293,714,4,5,0,1,28,8,14,96,4,33,96,18
17294,714,5,6,2,10,47,4,12,82,1,11,91,5
17295,714,6,1,0,3,27,7,9,25,0,11,-1,20
17296,714,7,2,0,12,34,-1,-1,-1,-1,11,75,-1
17297,714,8,0,0,0,28,0,7,36,0,10,-1,1
17298,714,9,1,0,0,29,1,8,5,0,10,-1,2
17299,714,10,3,2,11,33,6,13,86,6,27,66,10
17300,714,11,3,0,0,21,7,3,96,3,32,85,14
17301,714,12,7,7,11,38,4,2,126,12,27,37,6
17302,714,13,1,0,0,28,6,13,11,0,26,-1,10
17303,714,14,1,0,0,25,6,13,30,0,32,99,10
17304,714,,1,10,15,28,0,7,72,28,10,35,1
17305,714,,1,3,18,27,7,3,100,3,15,48,14
17306,714,,0,0,1,33,0,7,25,0,27,-1,1
17307,714,,3,0,0,47,1,8,5,0,15,-1,2
17308,714,,5,1,1,30,5,11,21,1,11,-1,8
17309,714,,7,3,16,37,6,13,48,6,15,80,10
17310,714,,5,1,1,34,8,14,104,0,33,-1,15
17311,714,,1,0,0,24,0,7,50,1,32,-1,1
17312,714,,5,0,0,46,8,14,9,0,33,-1,17
17313,715,1,4,1,4,29,5,11,42,2,0,-1,8
17314,715,2,2,0,12,34,-1,-1,-1,-1,11,75,-1
17315,715,3,0,0,1,33,0,7,25,0,27,-1,1
17316,715,4,1,0,3,27,7,9,25,0,11,-1,20
17317,715,5,7,1,4,34,0,7,50,1,33,-1,1
17318,715,6,5,1,1,34,8,14,104,0,27,-1,15
17319,715,7,5,1,1,30,5,11,21,1,11,-1,8
17320,715,8,1,0,0,24,0,7,50,1,32,-1,1
17321,715,9,7,7,11,38,4,2,126,12,27,37,6
17322,715,,0,0,0,22,4,1,60,3,33,74,9
17323,715,,7,3,16,37,6,13,48,6,15,80,10
17324,715,,3,2,11,33,6,13,86,6,27,66,10
17325,715,,1,3,18,27,7,3,100,3,15,48,14
17326,715,,0,0,0,28,0,7,36,0,10,-1,1
17327,715,,1,10,15,28,0,7,72,28,10,35,1
17328,715,,5,0,1,28,0,7,27,0,33,-1,1
17329,715,,5,0,1,28,8,14,96,4,33,96,18
17330,715,,4,2,9,30,0,7,111,11,0,54,1
17331,715,,3,0,0,21,7,3,96,3,10,85,14
17332,715,,6,7,13,35,0,7,176,10,11,30,1
17333,716,1,4,2,9,30,0,7,111,11,0,54,1
17334,716,2,1,3,18,27,7,3,100,3,15,48,14
17335,716,3,4,0,3,29,5,11,42,2,0,-1,8
17336,716,4,2,0,11,34,-1,-1,-1,-1,11,75,-1
17337,716,5,7,1,4,34,0,7,50,1,33,-1,1
17338,716,6,0,0,0,28,0,7,36,0,10,-1,1
17339,716,7,4,0,1,28,8,14,96,4,33,96,18
17340,716,8,5,1,1,30,5,11,21,1,11,-1,8
17341,716,9,2,0,0,31,5,11,10,1,0,-1,8
17342,716,10,3,2,11,33,6,13,86,6,27,66,10
17343,716,11,0,0,0,33,0,7,25,0,27,-1,1
17344,716,12,5,1,1,34,8,14,104,0,27,-1,15
17345,716,13,0,0,0,25,6,13,30,0,32,99,10
17346,716,14,7,7,11,38,4,2,126,12,27,37,6
17347,716,15,1,10,15,28,0,7,72,28,10,35,1
17348,716,,2,0,0,30,8,14,4,0,33,-1,28
17349,716,,6,2,10,47,4,12,82,1,11,91,5
17350,716,,0,0,0,28,6,13,11,0,26,-1,10
17351,716,,1,0,0,24,0,7,50,1,32,-1,1
17352,716,,6,7,13,35,0,7,176,10,11,30,1
17353,716,,5,0,1,28,0,7,27,0,33,-1,1
17354,716,,1,0,0,27,5,11,2,0,33,-1,8
17355,716,,1,0,0,40,8,14,9,0,15,-1,-1
17356,716,,3,0,0,43,0,7,3,0,33,-1,1
17357,717,1,6,7,13,35,0,7,176,10,11,30,1
17358,717,2,4,1,8,30,0,7,111,11,0,54,1
17359,717,3,4,0,1,28,8,14,96,4,33,96,18
17360,717,4,2,0,11,34,-1,-1,-1,-1,11,75,-1
17361,717,5,3,0,0,45,6,13,2,0,10,-1,10
17362,717,6,4,0,1,28,0,7,27,0,33,-1,1
17363,717,7,1,10,15,28,0,7,72,28,10,35,1
17364,717,8,1,0,0,24,0,7,50,1,32,-1,1
17365,717,,3,2,11,33,6,13,86,6,27,66,10
17366,717,,2,0,0,36,6,13,6,0,33,-1,10
17367,717,,4,0,2,29,5,11,42,2,0,-1,8
17368,717,,0,0,0,28,0,7,36,0,10,-1,1
17369,717,,0,0,0,28,6,13,11,0,26,-1,10
17370,717,,3,0,0,21,7,3,96,3,32,85,14
17371,717,,5,1,1,34,8,14,104,0,27,-1,15
17372,717,,1,3,17,27,7,3,100,3,15,48,14
17373,717,,7,7,11,38,4,2,126,12,27,37,6
17374,717,,6,3,16,37,6,13,48,6,15,80,10
17375,717,,7,1,4,34,0,7,50,1,33,-1,1
17376,718,1,3,2,11,33,6,13,86,6,27,66,10
17377,718,2,4,1,7,30,0,7,111,11,0,54,1
17378,718,3,4,0,2,29,5,11,42,2,0,-1,8
17379,718,4,0,0,0,28,0,7,36,0,10,-1,1
17380,718,5,1,10,15,28,0,7,72,28,10,35,1
17381,718,6,0,0,0,24,8,14,54,1,0,-1,13
17382,718,7,1,3,17,27,7,3,100,3,15,48,14
17383,718,8,2,0,11,34,-1,-1,-1,-1,11,75,-1
17384,718,9,6,3,16,37,6,13,48,6,15,80,10
17385,718,10,0,0,0,29,8,14,8,0,10,-1,13
17386,718,11,6,6,12,35,0,7,176,10,11,30,1
17387,718,12,7,1,4,34,0,7,50,1,33,-1,1
17388,718,13,1,0,0,36,6,13,6,0,33,-1,10
17389,718,,3,0,0,21,7,3,96,3,32,85,14
17390,718,,7,7,11,38,4,2,126,12,27,37,6
17391,718,,1,0,0,24,0,7,50,1,32,-1,1
17392,718,,4,0,0,28,8,14,96,4,33,96,18
17393,718,,5,1,1,34,8,14,104,0,27,-1,15
17394,718,,4,0,1,28,0,7,27,0,33,-1,1
17395,719,1,6,6,12,34,0,7,176,10,11,30,1
17396,719,2,2,0,11,33,-1,-1,-1,-1,11,75,-1
17397,719,3,1,3,17,26,7,3,100,3,15,48,14
17398,719,4,4,1,6,29,0,7,111,11,0,54,1
17399,719,5,1,0,3,26,7,9,25,0,15,-1,20
17400,719,6,4,0,1,27,0,7,27,0,10,-1,1
17401,719,7,5,1,1,33,8,14,104,0,15,-1,15
17402,719,8,1,10,15,27,0,7,72,28,10,35,1
17403,719,9,7,7,11,37,4,2,126,12,10,37,6
17404,719,,7,1,4,33,0,7,50,1,32,-1,1
17405,719,,3,0,1,35,8,14,12,0,0,-1,17
17406,719,,6,2,10,46,4,12,82,1,33,91,5
17407,719,,3,1,10,32,6,13,86,6,8,66,10
17408,719,,2,0,0,28,6,13,11,0,32,-1,10
17409,719,,4,0,0,27,8,14,96,4,32,96,18
17410,719,,3,0,0,20,7,3,96,3,33,85,14
17411,719,,2,0,0,33,4,12,4,0,10,-1,5
17412,719,,6,3,16,36,6,13,48,6,33,80,10
17413,719,,5,1,1,29,5,11,21,1,33,-1,8
17414,719,,3,0,0,33,0,7,2,0,32,-1,1
17415,719,,10,0,0,33,0,7,16,0,33,-1,1
17416,719,,6,0,0,37,6,13,6,0,33,-1,10
17417,719,,4,0,0,31,3,10,1,0,33,-1,11
17418,719,,4,0,1,28,5,11,42,2,11,-1,8
17419,719,,4,0,0,29,8,14,28,0,29,-1,12
17420,720,1,1,10,15,27,0,7,72,28,10,35,1
17421,720,2,1,3,16,26,7,3,100,3,15,48,14
17422,720,3,3,1,10,32,6,13,86,6,8,66,10
17423,720,4,2,0,10,33,-1,-1,-1,-1,11,75,-1
17424,720,5,5,1,1,33,8,14,104,0,15,-1,15
17425,720,6,3,0,0,29,8,14,28,0,29,-1,12
17426,720,7,1,0,3,26,7,9,25,0,15,-1,20
17427,720,8,5,0,0,37,6,13,6,0,33,-1,10
17428,720,,4,1,6,29,0,7,111,11,0,54,1
17429,720,,6,5,11,34,0,7,176,10,11,30,1
17430,720,,3,0,0,29,8,14,17,0,33,-1,17
17431,720,,2,0,0,28,6,13,11,0,32,-1,10
17432,720,,4,0,0,27,8,14,96,4,32,96,18
17433,720,,5,3,16,36,6,13,48,6,33,80,10
17434,720,,7,7,11,37,4,2,126,12,8,37,6
17435,720,,2,0,0,20,7,3,96,3,33,85,14
17436,720,,6,1,4,33,0,7,50,1,33,-1,1
17437,720,,3,0,1,35,8,14,12,0,0,-1,17
17438,720,,4,1,1,29,5,11,21,1,33,-1,8
17439,720,,4,0,1,27,0,7,27,0,10,-1,1
17440,720,,3,0,0,30,0,7,11,0,10,-1,1
17441,720,,2,0,0,30,5,11,10,1,0,-1,8
17442,720,,3,0,1,28,5,11,42,2,11,-1,8
17443,720,,9,0,0,33,0,7,16,0,33,-1,1
17444,721,1,1,9,14,27,0,7,72,28,10,35,1
17445,721,2,3,1,9,32,6,13,86,6,8,66,10
17446,721,3,4,1,6,29,0,7,111,11,0,54,1
17447,721,4,6,1,4,33,0,7,50,1,33,-1,1
17448,721,5,2,0,10,33,-1,-1,-1,-1,11,75,-1
17449,721,6,1,0,0,30,5,11,10,1,0,-1,8
17450,721,7,3,0,0,27,8,14,96,4,32,96,18
17451,721,8,1,0,0,28,6,13,11,0,32,-1,10
17452,721,9,3,0,0,29,8,14,28,0,29,-1,12
17453,721,10,3,0,1,27,0,7,27,0,10,-1,1
17454,721,11,5,1,1,33,8,14,104,0,15,-1,15
17455,721,,6,5,11,34,0,7,176,10,11,30,1
17456,721,,7,7,11,37,4,2,126,12,8,37,6
17457,721,,2,0,0,20,7,3,96,3,33,85,14
17458,721,,4,1,1,29,5,11,21,1,33,-1,8
17459,721,,5,3,16,36,6,13,48,6,33,80,10
17460,721,,0,0,3,26,7,9,25,0,15,-1,20
17461,721,,1,3,15,26,7,3,100,3,15,48,14
17462,721,,1,0,0,28,1,8,5,0,29,-1,2
17463,721,,4,0,0,37,6,13,6,0,33,-1,10
17464,721,,8,0,0,33,0,7,16,0,33,-1,1
17465,722,1,1,8,13,27,0,7,72,28,10,35,1
17466,722,2,0,0,3,26,7,9,25,0,15,-1,20
17467,722,3,6,5,11,34,0,7,176,10,11,30,1
17468,722,4,6,7,11,37,4,2,126,12,8,37,6
17469,722,5,3,1,8,32,6,13,86,6,8,66,10
17470,722,6,3,0,0,27,8,14,96,4,32,96,18
17471,722,7,2,0,0,20,7,3,96,3,33,85,14
17472,722,8,6,2,10,46,4,12,82,1,10,91,5
17473,722,9,6,1,4,33,0,7,50,1,33,-1,1
17474,722,10,2,0,1,28,5,11,42,2,11,-1,8
17475,722,11,1,0,0,28,6,13,11,0,32,-1,10
17476,722,12,1,3,15,26,7,3,100,3,15,48,14
17477,722,13,3,0,1,27,0,7,27,0,10,-1,1
17478,722,,5,3,16,36,6,13,48,6,32,80,10
17479,722,,5,1,1,33,8,14,104,0,15,-1,15
17480,722,,9,0,3,31,6,13,38,0,32,-1,10
17481,722,,4,1,5,29,0,7,111,11,0,54,1
17482,722,,3,0,0,37,6,13,6,0,33,-1,10
17483,722,,2,0,10,33,-1,-1,-1,-1,11,75,-1
17484,722,,1,0,0,30,5,11,10,1,0,-1,8
17485,722,,2,0,0,30,0,7,11,0,10,-1,1
17486,722,,4,1,1,29,5,11,21,1,33,-1,8
17487,722,,7,0,0,33,0,7,16,0,33,-1,1
17488,722,,3,0,0,31,3,10,1,0,33,-1,11
17489,723,1,1,7,12,27,0,7,72,28,10,35,1
17490,723,2,4,1,5,29,0,7,111,11,0,54,1
17491,723,3,6,5,10,34,0,7,176,10,11,30,1
17492,723,4,2,0,10,33,-1,-1,-1,-1,11,75,-1
17493,723,5,2,0,1,28,5,11,42,2,11,-1,8
17494,723,6,1,0,0,28,6,13,11,0,32,-1,10
17495,723,7,2,0,0,20,7,3,96,3,33,85,14
17496,723,8,1,0,0,23,0,7,50,1,10,-1,1
17497,723,9,0,0,2,26,7,9,25,0,15,-1,20
17498,723,10,3,0,0,29,8,14,28,0,29,-1,12
17499,723,11,9,0,3,31,6,13,38,0,32,-1,10
17500,723,12,0,0,0,32,0,7,25,0,33,-1,1
17501,723,13,2,0,0,33,0,7,2,0,33,-1,1
17502,723,,3,0,0,27,8,14,96,4,32,96,18
17503,723,,4,1,1,33,8,14,104,0,15,-1,15
17504,723,,3,1,8,32,6,13,86,6,8,66,10
17505,723,,2,0,0,42,0,7,3,0,33,-1,1
17506,723,,6,0,0,33,0,7,16,0,33,-1,1
17507,723,,6,7,11,37,4,2,126,12,8,37,6
17508,723,,6,1,4,33,0,7,50,1,33,-1,1
17509,723,,3,0,1,27,0,7,27,0,10,-1,1
17510,723,,3,0,0,37,6,13,6,0,33,-1,10
17511,723,,1,3,15,26,7,3,100,3,15,48,14
17512,723,,2,0,0,31,3,10,1,0,33,-1,11
17513,723,,3,1,1,29,5,11,21,1,33,-1,8
17514,723,,4,3,16,36,6,13,48,6,33,80,10
17515,724,1,4,1,4,29,0,7,111,11,0,54,1
17516,724,2,1,6,11,27,0,7,72,28,10,35,1
17517,724,3,2,0,10,33,-1,-1,-1,-1,11,75,-1
17518,724,4,1,0,0,28,1,8,5,0,29,-1,2
17519,724,5,1,0,0,28,6,13,11,0,32,-1,10
17520,724,6,4,1,1,33,8,14,104,0,15,-1,15
17521,724,7,6,7,11,37,4,2,126,12,8,37,6
17522,724,8,3,0,1,27,0,7,27,0,10,-1,1
17523,724,9,3,0,0,27,8,14,96,4,32,96,18
17524,724,10,1,0,0,33,4,12,4,0,10,-1,5
17525,724,,3,0,0,29,8,14,28,0,29,-1,12
17526,724,,0,0,2,26,7,9,25,0,15,-1,20
17527,724,,3,1,8,32,6,13,86,6,8,66,10
17528,724,,2,0,0,29,8,14,4,0,15,-1,28
17529,724,,6,0,0,33,0,7,16,0,33,-1,1
17530,724,,3,0,0,37,6,13,6,0,33,-1,10
17531,724,,1,3,15,26,7,3,100,3,15,48,14
17532,724,,6,5,9,34,0,7,176,10,11,30,1
17533,724,,2,0,0,20,7,3,96,3,33,85,14
17534,724,,3,0,1,35,8,14,12,0,0,-1,17
17535,724,,6,1,4,33,0,7,50,1,32,-1,1
17536,724,,2,0,1,28,5,11,42,2,11,-1,8
17537,724,,4,0,0,45,8,14,9,0,10,-1,17
17538,724,,2,0,0,42,0,7,3,0,33,-1,1
17539,724,,2,0,0,31,0,7,2,0,10,-1,1
17540,724,,2,0,0,53,1,8,0,0,33,-1,2
17541,724,,3,3,16,36,6,13,48,6,33,80,10
17542,724,,2,1,1,29,5,11,21,1,33,-1,8
17543,724,,9,0,3,31,6,13,38,0,32,-1,10
17544,725,1,1,6,10,27,0,7,72,28,10,35,1
17545,725,2,2,0,9,33,-1,-1,-1,-1,11,75,-1
17546,725,3,0,3,15,26,7,3,100,3,15,48,14
17547,725,4,5,1,4,33,0,7,50,1,33,-1,1
17548,725,5,6,7,11,37,4,2,126,12,8,37,6
17549,725,6,0,0,2,26,7,9,25,0,15,-1,20
17550,725,7,4,1,1,33,8,14,104,0,15,-1,15
17551,725,8,1,0,0,28,6,13,11,0,32,-1,10
17552,725,9,6,2,10,46,4,12,82,1,11,91,5
17553,725,10,1,0,0,23,0,7,50,1,33,-1,1
17554,725,11,2,3,16,36,6,13,48,6,33,80,10
17555,725,12,0,0,0,32,0,7,25,0,33,-1,1
17556,725,13,0,0,0,27,0,7,36,0,10,-1,1
17557,725,14,3,1,8,32,6,13,86,6,8,66,10
17558,725,15,1,1,1,29,5,11,21,1,33,-1,8
17559,725,16,6,5,9,34,0,7,176,10,11,30,1
17560,725,,3,0,0,27,8,14,96,4,32,96,18
17561,725,,1,0,1,28,5,11,42,2,0,-1,8
17562,725,,8,0,3,31,6,13,38,0,32,-1,10
17563,725,,4,0,3,29,0,7,111,11,0,54,1
17564,725,,1,0,0,20,7,3,96,3,33,85,14
17565,725,,2,0,0,29,8,14,4,0,15,-1,28
17566,725,,1,0,0,42,0,7,3,0,33,-1,1
17567,725,,2,0,0,37,6,13,6,0,33,-1,10
17568,725,,3,0,0,29,8,14,28,0,29,-1,12
17569,725,,1,0,0,29,5,11,0,0,25,-1,8
17570,725,,3,0,0,45,8,14,9,0,10,-1,17
17571,725,,2,0,0,37,5,11,1,0,33,-1,8
17572,725,,1,0,0,28,1,8,5,0,29,-1,2
17573,725,,6,0,0,33,0,7,16,0,33,-1,1
17574,725,,2,0,0,26,1,8,0,0,32,-1,2
17575,725,,2,0,0,31,5,11,0,0,29,-1,8
17576,725,,1,0,0,31,5,11,1,0,33,-1,8
17577,726,1,6,5,9,34,0,7,176,10,11,30,1
17578,726,2,2,0,8,33,-1,-1,-1,-1,11,75,-1
17579,726,3,1,5,9,27,0,7,72,28,10,35,1
17580,726,4,6,7,11,37,4,2,126,12,8,37,6
17581,726,5,1,0,1,28,5,11,42,2,0,-1,8
17582,726,6,2,0,0,29,8,14,28,0,29,-1,12
17583,726,7,0,0,0,37,7,5,1,0,33,-1,16
17584,726,8,4,1,1,33,8,14,104,0,15,-1,15
17585,726,9,4,0,3,29,0,7,111,11,0,54,1
17586,726,10,1,0,0,28,6,13,11,0,32,-1,10
17587,726,11,0,3,14,26,7,3,100,3,15,48,14
17588,726,,3,0,0,27,8,14,96,4,32,96,18
17589,726,,0,0,2,26,7,9,25,0,15,-1,20
17590,726,,2,1,2,42,6,13,12,0,32,-1,10
17591,726,,3,1,8,32,6,13,86,6,8,66,10
17592,726,,0,0,0,23,8,14,54,1,10,-1,13
17593,726,,3,0,1,27,0,7,27,0,10,-1,1
17594,726,,8,0,3,31,6,13,38,0,33,-1,10
17595,726,,1,0,0,35,6,13,6,0,32,-1,10
17596,726,,2,3,16,36,6,13,48,6,33,80,10
17597,726,,1,1,1,29,5,11,21,1,33,-1,8
17598,726,,3,0,0,44,6,13,2,0,10,-1,10
17599,726,,5,1,4,33,0,7,50,1,32,-1,1
17600,726,,1,0,0,22,7,5,0,0,33,-1,16
17601,727,1,1,5,8,27,0,7,72,28,10,35,1
17602,727,2,6,7,11,37,4,2,126,12,8,37,6
17603,727,3,2,0,7,33,-1,-1,-1,-1,11,75,-1
17604,727,4,6,4,8,34,0,7,176,10,11,30,1
17605,727,5,4,1,1,33,8,14,104,0,15,-1,15
17606,727,6,3,1,8,32,6,13,86,6,8,66,10
17607,727,7,0,0,0,35,6,13,6,0,32,-1,10
17608,727,8,1,0,0,28,6,13,11,0,32,-1,10
17609,727,9,3,0,0,27,8,14,96,4,32,96,18
17610,727,10,2,0,0,29,8,14,28,0,29,-1,12
17611,727,11,0,0,0,28,8,14,8,0,11,-1,13
17612,727,,2,3,16,36,6,13,48,6,33,80,10
17613,727,,1,0,1,28,5,11,42,2,0,-1,8
17614,727,,0,3,14,26,7,3,100,3,15,48,14
17615,727,,0,0,0,23,8,14,54,1,10,-1,13
17616,727,,8,0,3,31,6,13,38,0,33,-1,10
17617,727,,4,0,3,29,0,7,111,11,0,54,1
17618,727,,3,0,1,27,0,7,27,0,10,-1,1
17619,727,,1,1,1,29,5,11,21,1,33,-1,8
17620,727,,0,0,0,20,7,3,96,3,32,85,14
17621,727,,0,0,2,26,7,9,25,0,15,-1,20
17622,727,,1,0,0,43,6,13,0,0,15,-1,10
17623,727,,2,0,0,44,6,13,2,0,5,-1,10
17624,727,,4,1,4,33,0,7,50,1,32,-1,1
