resultId,raceId,position,grid,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,countryRankByProportion,allTimeStarts,allTimefastestLap,constructorRank,driverTop100
11903,494,,0,3,0,0,7,147,2,33,94
11904,495,1,3,4,1,2,12,199,41,6,12
11905,495,2,5,10,11,20,2,116,13,2,46
11906,495,3,2,10,10,38,10,146,6,2,28
11907,495,4,11,8,0,1,11,108,0,5,72
11908,495,5,8,8,1,7,12,70,5,0,79
11909,495,6,6,8,3,6,4,28,0,8,18
11910,495,7,16,2,0,0,11,208,1,1,100
11911,495,8,10,8,0,1,11,69,0,33,101
11912,495,9,18,23,0,3,12,134,3,33,101
11913,495,10,23,9,0,0,7,19,1,33,101
11914,495,,13,13,12,18,13,128,10,33,55
11915,495,,19,15,0,0,14,49,0,23,101
11916,495,,15,15,0,0,12,114,2,13,78
11917,495,,12,2,0,0,7,187,30,5,19
11918,495,,7,14,1,9,7,152,5,1,58
11919,495,,20,12,0,2,11,256,13,33,32
11920,495,,22,1,0,0,11,194,5,9,51
11921,495,,24,3,0,0,14,24,0,33,101
11922,495,,1,11,2,6,12,149,12,6,101
11923,495,,4,11,5,20,12,176,7,13,44
11924,495,,17,8,0,0,13,132,0,9,95
11925,495,,21,3,0,0,14,10,0,33,101
11926,495,,9,6,4,10,5,67,8,0,76
11927,495,,14,21,0,0,14,41,0,8,101
11928,495,,0,5,0,0,14,82,1,33,101
11929,495,,0,5,0,0,11,3,0,33,101
11930,495,,0,2,0,0,7,147,2,33,94
11931,495,,0,1,0,0,11,9,0,33,101
11932,495,,0,15,0,1,0,114,3,33,60
11933,495,,0,3,0,0,4,18,0,33,101
11934,496,1,10,11,5,20,12,176,7,13,44
11935,496,2,9,13,1,9,7,152,5,1,58
11936,496,3,11,6,4,10,5,67,8,0,76
11937,496,4,15,8,0,1,11,69,0,33,101
11938,496,5,1,8,3,6,4,28,0,8,18
11939,496,6,7,8,0,1,11,108,0,5,72
11940,496,7,16,13,12,18,13,128,10,33,55
11941,496,8,20,15,0,0,14,49,0,23,101
11942,496,9,19,4,0,0,14,82,1,33,101
11943,496,10,2,10,10,37,10,146,6,2,28
11944,496,11,22,0,0,0,11,194,5,9,51
11945,496,12,14,7,0,0,13,132,0,9,95
11946,496,,13,2,0,0,11,208,1,1,100
11947,496,,4,4,0,1,12,199,41,6,12
11948,496,,5,2,0,0,7,187,30,5,19
11949,496,,21,2,0,0,14,10,0,33,101
11950,496,,6,21,0,0,14,41,0,8,101
11951,496,,23,23,0,3,12,134,3,33,101
11952,496,,3,10,11,19,2,116,13,2,46
11953,496,,12,8,1,7,12,70,5,0,79
11954,496,,24,2,0,0,14,24,0,33,101
11955,496,,17,15,0,0,12,114,2,13,78
11956,496,,18,12,0,2,11,256,13,33,32
11957,496,,8,10,2,6,12,149,12,6,101
11958,496,,0,14,0,1,0,114,3,33,60
11959,496,,0,2,0,0,4,18,0,33,101
11960,496,,0,9,0,0,7,19,1,33,101
11961,496,,0,2,0,0,5,0,0,33,43
11962,496,,0,1,0,0,7,147,2,33,94
11963,496,,0,4,0,0,11,3,0,33,101
11964,497,1,2,10,11,19,2,116,13,2,46
11965,497,2,5,3,0,1,12,199,41,6,12
11966,497,3,8,8,0,1,11,69,0,33,101
11967,497,4,9,1,0,0,7,187,30,5,19
11968,497,5,4,8,3,6,4,28,0,8,18
11969,497,6,12,11,4,19,12,176,7,13,44
11970,497,7,6,13,1,8,7,152,5,1,58
11971,497,8,1,10,10,37,10,146,6,2,28
11972,497,9,18,8,1,7,12,70,5,0,79
11973,497,10,20,13,0,1,0,114,3,33,60
11974,497,11,11,11,0,2,11,256,13,33,32
11975,497,12,14,1,0,0,11,208,1,1,100
11976,497,13,17,0,0,0,11,194,5,9,51
11977,497,,24,1,0,0,14,24,0,33,101
11978,497,,22,0,0,0,7,147,2,33,94
11979,497,,10,13,12,18,13,128,10,33,55
11980,497,,3,6,4,9,5,67,8,0,76
11981,497,,16,20,0,0,14,41,0,8,101
11982,497,,23,4,0,0,14,82,1,33,101
11983,497,,19,7,0,0,13,132,0,9,95
11984,497,,13,9,2,6,12,149,12,6,101
11985,497,,7,14,0,0,12,114,2,13,78
11986,497,,15,8,0,1,11,108,0,5,72
11987,497,,21,22,0,3,12,134,3,33,101
11988,497,,0,1,0,0,14,10,0,33,101
11989,497,,0,1,0,0,4,18,0,33,101
11990,497,,0,15,0,0,14,49,0,23,101
11991,497,,0,1,0,0,5,0,0,33,43
11992,497,,0,8,0,0,7,19,1,33,101
11993,497,,0,3,0,0,11,3,0,33,101
11994,498,1,1,10,10,18,2,116,13,2,46
11995,498,2,4,8,3,6,4,28,0,8,18
11996,498,3,13,13,0,1,0,114,3,33,60
11997,498,4,22,14,0,0,14,49,0,9,101
11998,498,5,20,8,0,0,11,69,0,33,101
11999,498,6,12,3,0,0,12,199,41,1,12
12000,498,7,16,3,0,0,10,10,0,8,101
12001,498,,23,16,2,19,12,95,4,33,61
12002,498,,11,15,10,33,9,112,5,0,39
12003,498,,15,28,5,28,14,132,15,33,45
12004,498,,24,16,14,35,4,144,6,33,31
12005,498,,8,6,4,9,5,67,8,0,76
12006,498,,2,11,4,19,12,176,7,13,44
12007,498,,7,11,0,2,11,256,13,33,32
12008,498,,21,4,0,0,14,82,1,33,101
12009,498,,6,13,12,18,13,128,10,5,55
12010,498,,14,22,1,8,8,105,2,33,93
12011,498,,10,10,10,37,10,146,6,2,28
12012,498,,5,8,0,1,11,108,0,5,72
12013,498,,17,13,1,8,7,152,5,1,58
12014,498,,9,6,2,2,12,49,0,6,101
12015,498,,19,9,2,6,12,149,12,6,101
12016,498,,3,8,1,7,12,70,5,13,79
12017,498,,18,22,0,3,12,134,3,9,101
12018,498,,0,7,0,0,14,0,0,29,101
12019,498,,0,2,0,0,14,79,0,29,84
12020,498,,0,14,0,0,14,23,0,33,101
12021,498,,0,7,0,0,13,132,0,33,95
12022,499,1,6,9,2,6,12,149,12,6,101
12023,499,2,7,8,0,1,11,108,0,5,72
12024,499,3,10,10,9,17,2,116,13,2,46
12025,499,4,2,8,1,7,12,70,5,13,79
12026,499,5,13,3,0,0,12,199,41,1,12
12027,499,6,14,11,0,2,11,256,13,33,32
12028,499,7,20,4,0,0,14,82,1,33,101
12029,499,8,18,3,0,0,10,10,0,8,101
12030,499,9,15,13,0,0,0,114,3,33,60
12031,499,10,16,22,1,8,8,105,2,33,93
12032,499,11,23,13,1,8,7,152,5,1,58
12033,499,12,22,21,0,3,12,134,3,9,101
12034,499,13,17,8,0,0,11,69,0,33,101
12035,499,14,24,14,0,0,14,49,0,9,101
12036,499,15,19,15,14,35,4,144,6,33,31
12037,499,16,3,5,4,9,5,67,8,0,76
12038,499,,21,16,2,19,12,95,4,33,61
12039,499,,1,6,2,2,12,49,0,6,101
12040,499,,9,8,3,5,4,28,0,8,18
12041,499,,5,11,4,19,12,176,7,13,44
12042,499,,12,27,5,28,14,132,15,33,45
12043,499,,8,15,10,33,9,112,5,0,39
12044,499,,11,13,12,18,13,128,10,5,55
12045,499,,4,10,10,37,10,146,6,2,28
12046,499,,0,13,0,0,14,23,0,33,101
12047,499,,0,6,0,0,14,0,0,29,101
12048,499,,0,1,0,0,14,79,0,29,84
12049,499,,0,6,0,0,13,132,0,33,95
12050,500,1,2,9,1,5,12,149,12,6,101
12051,500,2,4,11,4,19,12,176,7,13,44
12052,500,3,5,8,1,7,12,70,5,13,79
12053,500,4,3,8,3,5,4,28,0,8,18
12054,500,5,6,10,10,37,10,146,6,2,28
12055,500,6,19,22,1,8,8,105,2,33,93
12056,500,7,13,21,0,3,12,134,3,9,101
12057,500,8,18,15,14,35,4,144,6,33,31
12058,500,9,20,27,5,28,14,132,15,33,45
12059,500,10,17,3,0,0,10,10,0,8,101
12060,500,11,21,13,1,8,7,152,5,1,58
12061,500,12,15,12,12,18,13,128,10,5,55
12062,500,13,24,8,0,0,7,5,0,29,101
12063,500,,12,8,0,0,11,69,0,33,101
12064,500,,1,6,2,2,12,49,0,6,101
12065,500,,16,14,0,0,14,49,0,9,101
12066,500,,23,13,0,0,0,114,3,33,60
12067,500,,7,16,2,19,12,95,4,33,61
12068,500,,8,10,9,16,2,116,13,2,46
12069,500,,10,5,4,9,5,67,8,0,76
12070,500,,9,15,10,33,9,112,5,0,39
12071,500,,11,11,0,2,11,256,13,33,32
12072,500,,22,5,0,0,13,132,0,33,95
12073,500,,14,8,0,0,11,108,0,5,72
12074,500,,0,3,0,0,12,199,41,1,12
12075,500,,0,4,0,0,14,82,1,33,101
12076,500,,0,5,0,0,14,0,0,29,101
12077,500,,0,12,0,0,14,23,0,33,101
12078,501,1,1,8,3,5,4,28,0,8,18
12079,501,2,8,10,0,2,11,256,13,33,32
12080,501,3,24,15,14,35,4,144,6,33,31
12081,501,4,21,13,1,8,7,152,5,1,58
12082,501,5,16,15,10,33,9,112,5,0,39
12083,501,6,9,8,1,6,12,70,5,13,79
12084,501,7,17,22,1,8,8,105,2,33,93
12085,501,8,14,14,0,0,14,49,0,9,101
12086,501,9,2,9,0,4,12,149,12,6,101
12087,501,10,11,6,2,2,12,49,0,6,101
12088,501,,22,12,0,0,0,114,3,33,60
12089,501,,23,27,5,28,14,132,15,33,45
12090,501,,6,8,0,0,11,69,0,33,101
12091,501,,5,10,9,16,2,116,13,2,46
12092,501,,10,5,4,9,5,67,8,0,76
12093,501,,3,15,2,19,12,95,4,33,61
12094,501,,13,11,4,18,12,176,7,13,44
12095,501,,19,4,0,0,13,132,0,33,95
12096,501,,7,10,10,37,10,146,6,2,28
12097,501,,12,21,0,3,12,134,3,9,101
12098,501,,20,7,0,0,11,108,0,5,72
12099,501,,4,11,0,0,14,23,0,33,101
12100,501,,15,12,12,18,13,128,10,5,55
12101,501,,18,3,0,0,10,10,0,8,101
12102,501,,0,4,0,0,14,0,0,29,101
12103,501,,0,8,0,0,7,5,0,29,101
12104,501,,0,1,0,0,7,0,0,1,101
12105,502,1,2,8,1,6,12,70,5,13,79
12106,502,2,1,9,9,16,2,116,13,2,46
12107,502,3,4,10,10,37,10,146,6,2,28
12108,502,4,6,9,0,4,12,149,12,6,101
12109,502,5,9,20,0,3,12,134,3,9,101
12110,502,6,12,5,4,9,5,67,8,0,76
12111,502,7,21,12,0,0,0,114,3,33,60
12112,502,8,14,15,10,33,9,112,5,0,39
12113,502,9,11,14,0,0,14,49,0,9,101
12114,502,10,8,6,0,0,11,108,0,5,72
12115,502,11,3,11,4,18,12,176,7,13,44
12116,502,12,15,11,0,0,14,23,0,33,101
12117,502,,20,13,1,8,7,152,5,1,58
12118,502,,16,10,0,1,11,256,13,33,32
12119,502,,17,11,12,18,13,128,10,5,55
12120,502,,10,15,2,19,12,95,4,33,61
12121,502,,7,8,2,4,4,28,0,8,18
12122,502,,19,2,0,0,12,199,41,1,12
12123,502,,24,15,14,34,4,144,6,33,31
12124,502,,23,1,0,0,7,1,0,33,101
12125,502,,18,7,0,0,11,69,0,33,101
12126,502,,22,2,0,0,10,10,0,8,101
12127,502,,13,22,1,8,8,105,2,33,93
12128,502,,5,6,2,2,12,49,0,6,101
12129,502,,0,7,0,0,7,5,0,29,101
12130,502,,0,3,0,0,14,0,0,29,101
12131,502,,0,4,0,0,13,132,0,33,95
12132,503,1,2,10,10,36,10,146,6,2,28
12133,503,2,5,11,4,18,12,176,7,13,44
12134,503,3,4,7,2,4,4,28,0,8,18
12135,503,4,15,21,1,8,8,105,2,33,93
12136,503,5,6,5,4,9,5,67,8,0,76
12137,503,6,18,15,14,34,4,144,6,33,31
12138,503,7,19,11,12,18,13,128,10,5,55
12139,503,8,11,9,0,1,11,256,13,33,32
12140,503,9,14,5,0,0,11,108,0,5,72
12141,503,,13,11,0,0,14,23,0,33,101
12142,503,,1,8,0,5,12,70,5,13,79
12143,503,,20,9,0,4,12,149,12,6,101
12144,503,,7,14,2,19,12,95,4,33,61
12145,503,,17,15,10,33,9,112,5,0,39
12146,503,,16,6,2,2,12,49,0,6,101
12147,503,,3,9,9,15,2,116,13,2,46
12148,503,,8,7,0,0,11,69,0,33,101
12149,503,,9,20,0,3,12,134,3,9,101
12150,503,,10,2,0,0,12,199,41,1,12
12151,503,,12,14,0,0,14,49,0,9,101
12152,503,,0,12,1,8,7,152,5,1,58
12153,503,,0,3,0,0,13,132,0,33,95
12154,503,,0,6,0,0,7,5,0,29,101
12155,503,,0,12,0,0,0,114,3,33,60
12156,503,,0,2,0,0,10,10,0,8,101
12157,503,,0,1,0,0,7,1,0,33,101
12158,503,,0,2,0,0,14,0,0,29,101
12159,504,1,4,9,9,15,2,116,13,2,46
12160,504,2,3,7,0,5,12,70,5,13,79
12161,504,3,1,11,4,17,12,176,7,13,44
12162,504,4,8,7,2,3,4,28,0,8,18
12163,504,5,2,8,0,4,12,149,12,6,101
12164,504,6,5,10,9,35,10,146,6,2,28
12165,504,7,13,11,1,8,7,152,5,1,58
12166,504,8,17,5,4,9,5,67,8,0,76
12167,504,9,18,9,0,1,11,256,13,33,32
12168,504,10,15,21,1,8,8,105,2,33,93
12169,504,11,20,13,0,0,14,49,0,9,101
12170,504,12,19,15,10,33,9,112,5,0,39
12171,504,,24,15,14,34,4,144,6,33,31
12172,504,,16,19,0,3,12,134,3,9,101
12173,504,,21,2,0,0,13,132,0,33,95
12174,504,,11,3,0,0,14,82,1,33,101
12175,504,,10,14,2,19,12,95,4,33,61
12176,504,,12,11,12,18,13,128,10,5,55
12177,504,,23,11,0,0,0,114,3,33,60
12178,504,,9,6,0,0,11,69,0,33,101
12179,504,,7,1,0,0,12,199,41,1,12
12180,504,,14,4,0,0,11,108,0,5,72
12181,504,,6,6,2,2,12,49,0,6,101
12182,504,,22,1,0,0,10,10,0,8,101
12183,504,,0,5,0,0,7,5,0,29,101
12184,504,,0,10,0,0,14,23,0,33,101
12185,504,,0,1,0,0,14,0,0,29,101
12186,505,1,3,9,8,14,2,116,13,2,46
12187,505,2,5,7,2,3,4,28,0,8,18
12188,505,3,4,10,9,35,10,146,6,2,28
12189,505,4,10,13,0,0,14,49,0,9,101
12190,505,5,11,19,0,3,12,134,3,9,101
12191,505,6,7,1,0,0,12,199,41,1,12
12192,505,7,17,20,0,0,14,41,0,8,101
12193,505,8,12,11,1,8,7,152,5,1,58
12194,505,9,21,9,0,1,11,256,13,33,32
12195,505,10,23,15,10,33,9,112,5,0,39
12196,505,11,18,17,0,0,7,25,0,2,101
12197,505,12,22,15,14,34,4,144,6,33,31
12198,505,13,24,21,1,8,8,105,2,33,93
12199,505,,16,8,0,4,12,149,12,6,101
12200,505,,1,7,0,4,12,70,5,13,79
12201,505,,15,3,0,0,14,82,1,33,101
12202,505,,9,11,12,18,13,128,10,5,55
12203,505,,6,6,0,0,11,69,0,33,101
12204,505,,19,5,4,9,5,67,8,0,76
12205,505,,2,11,4,16,12,176,7,13,44
12206,505,,8,14,2,19,12,95,4,33,61
12207,505,,20,2,0,0,13,132,0,33,95
12208,505,,14,4,0,0,11,108,0,5,72
12209,505,,13,6,2,2,12,49,0,6,101
12210,505,,0,9,0,0,14,23,0,33,101
12211,505,,0,10,0,0,0,114,3,33,60
12212,505,,0,1,0,0,9,0,0,2,101
12213,506,1,5,11,4,16,12,176,7,13,44
12214,506,2,4,10,9,34,10,146,6,2,28
12215,506,3,1,9,7,13,2,116,13,2,46
12216,506,4,6,7,2,2,4,28,0,8,18
12217,506,5,19,5,0,0,11,69,0,33,101
12218,506,6,16,5,4,9,5,67,8,0,76
12219,506,7,9,11,12,18,13,128,10,5,55
12220,506,8,17,21,1,8,8,105,2,33,93
12221,506,9,10,9,0,1,11,256,13,33,32
12222,506,10,22,13,0,0,14,49,0,9,101
12223,506,11,14,1,0,0,12,199,41,1,12
12224,506,12,13,3,0,0,14,82,1,33,101
12225,506,13,21,15,10,33,9,112,5,0,39
12226,506,14,24,8,0,0,14,23,0,33,101
12227,506,15,23,19,0,3,12,134,3,9,101
12228,506,16,11,4,0,0,11,108,0,5,72
12229,506,,20,11,1,8,7,152,5,1,58
12230,506,,2,6,2,2,12,49,0,6,101
12231,506,,3,7,0,4,12,149,12,6,101
12232,506,,18,2,0,0,13,132,0,33,95
12233,506,,7,7,0,4,12,70,5,13,79
12234,506,,12,15,14,34,4,144,6,33,31
12235,506,,8,9,0,0,0,114,3,33,60
12236,506,,15,20,0,0,14,41,0,8,101
12237,506,,0,17,0,0,7,25,0,2,101
12238,506,,0,14,0,0,1,19,0,33,101
12239,507,1,2,6,2,2,12,49,0,6,101
12240,507,2,3,9,7,12,2,116,13,2,46
12241,507,3,4,10,9,33,10,146,6,2,28
12242,507,4,5,11,3,15,12,176,7,13,44
12243,507,5,7,7,2,2,4,28,0,8,18
12244,507,6,9,4,0,0,11,108,0,5,72
12245,507,7,12,1,0,0,12,199,41,1,12
12246,507,8,15,5,4,9,5,67,8,0,76
12247,507,9,1,7,0,4,12,149,12,6,101
12248,507,10,14,20,0,0,14,41,0,8,101
12249,507,11,23,15,14,34,4,144,6,33,31
12250,507,12,16,3,0,0,14,82,1,33,101
12251,507,13,22,15,10,33,9,112,5,0,39
12252,507,14,18,9,0,1,11,256,13,33,32
12253,507,15,20,16,0,0,7,25,0,2,101
12254,507,16,11,9,0,0,0,114,3,33,60
12255,507,,24,1,0,0,7,187,30,5,19
12256,507,,21,11,1,8,7,152,5,1,58
12257,507,,8,5,0,0,11,69,0,33,101
12258,507,,13,7,0,4,12,70,5,13,79
12259,507,,6,19,0,3,12,134,3,9,101
12260,507,,19,2,0,0,13,132,0,33,95
12261,507,,10,13,0,0,14,49,0,9,101
12262,507,,17,11,12,18,13,128,10,5,55
12263,507,,0,8,0,0,14,23,0,33,101
12264,507,,0,21,1,8,8,105,2,33,93
12265,508,1,5,7,2,2,4,28,0,8,18
12266,508,2,1,7,0,4,12,149,12,6,101
12267,508,3,6,11,3,15,12,176,7,13,44
12268,508,4,3,10,9,32,10,146,6,2,28
12269,508,5,17,19,0,3,12,134,3,9,101
12270,508,6,18,1,0,0,12,199,41,1,12
12271,508,7,7,5,4,9,5,67,8,0,76
12272,508,8,10,11,12,18,13,128,10,5,55
12273,508,9,12,15,10,33,9,112,5,0,39
12274,508,10,20,3,0,0,14,82,1,33,101
12275,508,11,4,9,7,11,2,116,13,2,46
12276,508,,23,13,0,0,14,49,0,9,101
12277,508,,8,5,0,0,11,69,0,33,101
12278,508,,19,2,0,0,13,132,0,33,95
12279,508,,14,9,0,1,11,256,13,33,32
12280,508,,2,6,1,1,12,49,0,6,101
12281,508,,22,21,1,1,11,74,1,33,101
12282,508,,24,4,0,0,7,5,0,33,101
12283,508,,9,11,1,8,7,152,5,1,58
12284,508,,21,15,14,34,4,144,6,33,31
12285,508,,16,1,0,0,7,187,30,5,19
12286,508,,11,4,0,0,11,108,0,5,72
12287,508,,15,7,0,4,12,70,5,13,79
12288,508,,13,20,0,0,14,41,0,8,101
12289,508,,0,16,0,0,7,25,0,2,101
12290,508,,0,7,0,0,14,23,0,33,101
12291,508,,0,3,0,0,3,2,0,33,101
12292,508,,0,9,0,0,0,114,3,33,60
12293,508,,0,20,1,8,8,105,2,33,93
12294,509,1,5,7,1,1,4,28,0,8,18
12295,509,2,6,9,7,11,2,116,13,2,46
12296,509,3,3,10,9,32,10,146,6,2,28
12297,509,4,18,3,0,0,11,108,0,5,72
12298,509,5,11,8,0,0,0,114,3,33,60
12299,509,6,13,6,0,4,12,70,5,13,79
12300,509,7,24,1,0,0,12,199,41,1,12
12301,509,8,16,15,10,33,9,112,5,0,39
12302,509,9,20,11,3,14,12,176,7,13,44
12303,509,10,1,7,0,3,12,149,12,6,101
12304,509,11,21,15,0,0,7,25,0,2,101
12305,509,12,17,2,0,0,13,132,0,33,95
12306,509,13,12,19,0,3,12,134,3,9,101
12307,509,,2,6,1,1,12,49,0,6,101
12308,509,,23,3,0,0,14,82,1,33,101
12309,509,,10,11,12,18,13,128,10,5,55
12310,509,,7,9,0,1,11,256,13,33,32
12311,509,,22,13,0,0,14,49,0,9,101
12312,509,,14,11,1,8,7,152,5,1,58
12313,509,,9,20,0,0,14,41,0,8,101
12314,509,,15,15,14,34,4,144,6,33,31
12315,509,,8,5,4,9,5,67,8,0,76
12316,509,,4,4,0,0,11,69,0,33,101
12317,509,,19,20,1,1,11,74,1,33,101
12318,509,,0,1,0,0,7,187,30,5,19
12319,509,,0,1,0,0,8,47,0,33,101
12320,509,,0,6,0,0,14,23,0,33,101
12321,509,,0,3,0,0,7,5,0,33,101
12322,510,1,2,9,7,10,2,116,13,2,46
12323,510,2,5,10,9,31,10,146,6,2,28
12324,510,3,3,6,0,4,12,70,5,13,79
12325,510,4,7,11,1,8,7,152,5,1,58
12326,510,5,22,5,4,9,5,67,8,0,76
12327,510,6,10,20,0,0,14,41,0,8,101
12328,510,7,15,19,0,3,12,134,3,9,101
12329,510,8,9,11,3,14,12,176,7,13,44
12330,510,9,6,8,0,0,0,114,3,33,60
12331,510,10,17,3,0,0,11,108,0,5,72
12332,510,11,21,19,1,8,8,105,2,33,93
12333,510,12,19,5,0,0,14,23,0,33,101
12334,510,,12,1,0,0,12,199,41,1,12
12335,510,,23,7,0,3,12,149,12,6,101
12336,510,,13,6,1,1,12,49,0,6,101
12337,510,,1,7,0,0,4,28,0,8,18
12338,510,,18,11,12,18,13,128,10,5,55
12339,510,,8,1,0,0,11,208,1,33,100
12340,510,,14,2,0,0,13,132,0,33,95
12341,510,,16,14,14,34,4,144,6,33,31
12342,510,,4,4,0,0,11,69,0,33,101
12343,510,,11,9,0,1,11,256,13,33,32
12344,510,,20,12,0,0,14,49,0,9,101
12345,510,,24,2,0,0,3,2,0,9,101
12346,510,,0,3,0,0,14,82,1,33,101
12347,510,,0,15,10,33,9,112,5,0,39
12348,510,,0,15,0,0,7,25,0,2,101
12349,510,,0,1,0,0,13,0,0,2,101
12350,511,1,5,9,6,9,2,116,13,2,46
12351,511,2,3,10,9,30,10,146,6,2,28
12352,511,3,7,6,0,3,12,70,5,13,79
12353,511,4,4,3,0,0,11,108,0,5,72
12354,511,5,12,11,3,14,12,176,7,13,44
12355,511,6,11,11,12,18,13,128,10,5,55
12356,511,7,6,7,0,3,12,149,12,6,101
12357,511,8,17,2,0,0,14,82,1,33,101
12358,511,9,15,14,0,0,7,25,0,2,101
12359,511,10,14,8,0,0,0,114,3,33,60
12360,511,11,23,14,10,33,9,112,5,0,39
12361,511,,9,11,1,8,7,152,5,1,58
12362,511,,18,5,4,9,5,67,8,0,76
12363,511,,22,19,0,3,12,134,3,9,101
12364,511,,24,19,1,8,8,105,2,33,93
12365,511,,1,4,0,0,11,69,0,33,101
12366,511,,2,7,0,0,4,28,0,8,18
12367,511,,8,20,0,0,14,41,0,8,101
12368,511,,16,2,0,0,13,132,0,33,95
12369,511,,20,8,0,1,11,256,13,33,32
12370,511,,25,5,0,0,14,23,0,33,101
12371,511,,19,14,14,34,4,144,6,33,31
12372,511,,21,11,0,0,14,49,0,9,101
12373,511,,10,1,0,0,11,208,1,33,100
12374,511,,13,1,0,0,12,199,41,1,12
12375,511,,0,1,0,0,3,2,0,9,101
12376,511,,0,2,0,0,7,5,0,2,101
12377,512,1,1,11,3,14,12,176,7,13,44
12378,512,2,3,10,9,29,10,146,6,5,28
12379,512,3,6,11,1,8,7,152,5,1,58
12380,512,4,2,14,2,19,12,95,4,13,61
12381,512,5,7,11,12,18,13,128,10,5,55
12382,512,6,11,14,14,34,4,144,6,33,31
12383,512,7,16,3,0,0,11,108,0,29,72
12384,512,8,14,19,1,8,8,105,2,33,93
12385,512,9,15,9,5,8,2,116,13,2,46
12386,512,10,17,26,5,28,14,132,15,2,45
12387,512,11,24,10,0,0,14,49,0,33,101
12388,512,,10,4,4,9,5,67,8,0,76
12389,512,,19,20,0,0,14,41,0,5,101
12390,512,,21,5,0,0,14,23,0,29,101
12391,512,,18,20,10,23,7,92,8,19,56
12392,512,,4,18,0,3,12,134,3,9,101
12393,512,,12,6,1,1,12,49,0,6,101
12394,512,,23,16,17,39,1,171,24,33,21
12395,512,,25,7,0,3,12,149,12,6,101
12396,512,,5,14,10,33,9,112,5,0,39
12397,512,,8,6,0,2,12,70,5,9,79
12398,512,,9,13,0,0,12,114,2,1,78
12399,512,,20,6,0,0,4,28,0,33,18
12400,512,,22,36,0,0,11,57,0,33,101
12401,512,,13,7,0,1,11,256,13,33,32
12402,512,,0,26,0,2,8,74,0,33,101
12403,513,1,1,11,2,13,12,176,7,13,44
12404,513,2,2,14,2,19,12,95,4,13,61
12405,513,3,3,10,9,28,10,146,6,5,28
12406,513,4,8,5,0,2,12,70,5,9,79
12407,513,5,5,4,4,9,5,67,8,0,76
12408,513,6,6,13,10,33,9,112,5,0,39
12409,513,7,19,19,1,8,8,105,2,33,93
12410,513,8,14,11,1,7,7,152,5,1,58
12411,513,9,16,6,0,1,11,256,13,33,32
12412,513,10,7,6,1,1,12,49,0,6,101
12413,513,11,9,14,14,34,4,144,6,33,31
12414,513,12,20,3,0,0,11,108,0,29,72
12415,513,13,23,10,0,0,14,49,0,33,101
12416,513,14,21,5,0,0,14,23,0,29,101
12417,513,15,17,26,5,28,14,132,15,2,45
12418,513,,13,9,5,8,2,116,13,2,46
12419,513,,24,25,0,2,8,74,0,33,101
12420,513,,11,7,0,3,12,149,12,6,101
12421,513,,10,20,10,23,7,92,8,19,56
12422,513,,18,12,0,0,12,114,2,1,78
12423,513,,12,16,17,39,1,171,24,33,21
12424,513,,22,5,0,0,4,28,0,33,18
12425,513,,4,11,12,18,13,128,10,5,55
12426,513,,15,18,0,3,12,134,3,9,101
12427,513,,0,20,0,0,14,41,0,5,101
12428,513,,0,35,0,0,11,57,0,33,101
12429,514,1,3,4,4,9,5,67,8,0,76
12430,514,2,2,13,10,33,9,112,5,0,39
12431,514,3,9,18,0,3,12,134,3,9,101
12432,514,4,8,11,12,18,13,128,10,5,55
12433,514,5,11,10,9,27,10,146,6,5,28
12434,514,6,4,16,17,39,1,171,24,33,21
12435,514,7,12,4,0,0,4,28,0,33,18
12436,514,8,13,20,10,23,7,92,8,19,56
12437,514,9,22,26,5,28,14,132,15,2,45
12438,514,10,17,11,0,0,12,114,2,1,78
12439,514,11,16,6,0,1,11,256,13,33,32
12440,514,12,20,19,1,8,8,105,2,33,93
12441,514,13,18,14,14,34,4,144,6,33,31
12442,514,,23,19,0,0,14,41,0,5,101
12443,514,,10,6,0,3,12,149,12,6,101
12444,514,,19,9,5,8,2,116,13,2,46
12445,514,,14,11,1,7,7,152,5,1,58
12446,514,,24,25,0,2,8,74,0,33,101
12447,514,,1,6,1,1,12,49,0,6,101
12448,514,,6,11,1,12,12,176,7,13,44
12449,514,,7,5,0,2,12,70,5,9,79
12450,514,,15,3,0,0,11,108,0,29,72
12451,514,,5,14,2,18,12,95,4,13,61
12452,514,,21,5,0,0,14,23,0,29,101
12453,514,,0,10,0,0,14,49,0,33,101
12454,514,,0,34,0,0,11,57,0,33,101
12455,515,1,1,4,3,8,5,67,8,0,76
12456,515,2,3,13,10,32,9,112,5,0,39
12457,515,3,10,9,5,8,2,116,13,2,46
12458,515,4,6,11,12,18,13,128,10,5,55
12459,515,5,4,13,2,18,12,95,4,13,61
12460,515,6,7,18,0,2,12,134,3,9,101
12461,515,7,20,2,0,0,11,108,0,29,72
12462,515,8,12,4,0,0,4,28,0,33,18
12463,515,9,13,19,1,8,8,105,2,33,93
12464,515,,17,5,0,2,12,70,5,9,79
12465,515,,23,19,0,0,14,41,0,5,101
12466,515,,24,9,0,0,14,49,0,33,101
12467,515,,18,11,1,7,7,152,5,1,58
12468,515,,21,24,0,2,8,74,0,33,101
12469,515,,15,26,5,28,14,132,15,2,45
12470,515,,14,4,0,0,14,23,0,29,101
12471,515,,9,6,0,1,11,256,13,33,32
