resultId,raceId,position,grid,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,countryRankByProportion,allTimeStarts,allTimefastestLap,constructorRank,driverTop100
23762,988,1,1,4,3,22,0,111,7,3,11
23763,988,2,2,13,62,117,7,222,40,3,1
23764,988,3,3,12,47,99,8,212,34,0,2
23765,988,4,5,24,20,91,0,285,46,0,101
23766,988,5,6,6,3,11,14,74,4,4,14
23767,988,6,7,14,0,0,8,149,2,6,101
23768,988,7,8,12,0,7,14,148,4,33,101
23769,988,8,9,1,0,0,12,43,0,33,63
23770,988,9,11,18,32,97,6,305,23,1,3
23771,988,10,10,25,11,41,4,269,15,2,8
23772,988,11,16,19,0,10,12,136,1,33,24
23773,988,12,13,3,0,0,14,34,0,1,101
23774,988,13,14,4,0,1,14,74,0,33,64
23775,988,14,18,6,0,0,8,39,0,33,101
23776,988,15,20,0,0,0,-1,-1,-1,30,101
23777,988,16,17,0,0,0,12,19,0,30,101
23778,988,17,19,10,0,0,14,90,0,33,101
23779,988,18,15,2,0,1,5,34,0,2,101
23780,988,,12,7,0,0,6,74,0,6,101
23781,988,,4,5,5,27,2,143,13,4,10
23742,987,1,2,12,47,98,8,212,34,0,2
23743,987,2,1,4,2,21,0,111,7,3,11
23744,987,3,3,24,20,91,0,285,46,0,101
23745,987,4,20,13,62,116,7,222,40,3,1
23746,987,5,4,6,3,11,14,74,4,4,14
23747,987,6,14,5,5,27,2,143,13,4,10
23748,987,7,9,25,11,41,4,269,15,2,8
23749,987,8,6,18,32,97,6,305,23,1,3
23750,987,9,5,12,0,7,14,148,4,33,101
23751,987,10,7,14,0,0,8,149,2,6,101
23752,987,11,8,7,0,0,6,74,0,6,101
23753,987,12,19,0,0,0,12,19,0,30,101
23754,987,13,17,10,0,0,14,90,0,33,101
23755,987,14,15,6,0,0,8,39,0,33,101
23756,987,15,11,19,0,10,12,136,1,33,24
23757,987,16,16,2,0,1,5,34,0,2,101
23758,987,,18,0,0,0,-1,-1,-1,30,101
23759,987,,10,1,0,0,12,43,0,33,63
23760,987,,12,3,0,0,14,34,0,1,101
23761,987,,13,4,0,1,14,74,0,33,64
23722,986,1,2,6,3,11,14,74,4,4,14
23723,986,2,4,4,2,20,0,111,7,3,11
23724,986,3,5,24,20,90,0,285,46,0,101
23725,986,4,1,12,46,97,8,212,34,0,2
23726,986,5,6,0,0,0,12,43,0,33,63
23727,986,6,11,2,0,1,5,34,0,2,101
23728,986,7,9,12,0,7,14,148,4,33,101
23729,986,8,14,3,0,1,14,74,0,33,64
23730,986,9,3,13,62,116,7,222,40,3,1
23731,986,10,18,18,32,97,6,305,23,1,3
23732,986,11,10,25,11,41,4,269,15,2,8
23733,986,12,19,2,0,0,14,34,0,1,101
23734,986,13,20,0,0,0,12,19,0,30,101
23735,986,14,13,6,0,0,8,39,0,33,101
23736,986,15,15,19,0,10,12,136,1,33,24
23737,986,,8,7,0,0,6,74,0,6,101
23738,986,,12,10,0,0,14,90,0,33,101
23739,986,,17,0,0,0,-1,-1,-1,30,101
23740,986,,7,14,0,0,8,149,2,6,101
23741,986,,16,5,5,27,2,143,13,4,10
23702,985,1,1,13,62,116,7,222,40,3,1
23703,985,2,2,12,46,97,8,212,34,0,2
23704,985,3,5,24,20,89,0,285,46,0,101
23705,985,4,16,6,2,10,14,74,4,4,14
23706,985,5,3,4,2,19,0,111,7,3,11
23707,985,6,6,0,0,0,12,43,0,33,63
23708,985,7,7,7,0,0,6,74,0,6,101
23709,985,8,9,12,0,7,14,148,4,33,101
23710,985,9,10,25,11,41,4,269,15,2,8
23711,985,10,11,7,0,2,14,72,1,30,65
23712,985,11,15,2,0,1,5,34,0,2,101
23713,985,12,20,2,0,0,14,34,0,1,101
23714,985,13,19,0,0,0,-1,-1,-1,30,101
23715,985,14,12,19,0,10,12,136,1,33,24
23716,985,15,13,10,0,0,14,90,0,33,101
23717,985,16,17,3,0,1,14,74,0,33,64
23718,985,,8,18,32,97,6,305,23,1,3
23719,985,,4,5,5,27,2,143,13,4,10
23720,985,,14,6,0,0,8,39,0,33,101
23721,985,,18,14,0,0,8,149,2,6,101
23682,984,1,1,13,61,115,7,222,40,3,1
23683,984,2,4,6,2,10,14,74,4,4,14
23684,984,3,3,5,5,27,2,143,13,4,10
23685,984,4,6,4,2,19,0,111,7,3,11
23686,984,5,10,24,20,88,0,285,46,0,101
23687,984,6,5,0,0,0,12,43,0,33,63
23688,984,7,7,12,0,7,14,148,4,33,101
23689,984,8,12,3,0,1,14,74,0,33,64
23690,984,9,13,19,0,10,12,136,1,33,24
23691,984,10,8,25,11,41,4,269,15,2,8
23692,984,11,20,18,32,97,6,305,23,1,3
23693,984,12,18,5,0,0,7,35,0,6,101
23694,984,13,14,0,0,0,12,19,0,30,101
23695,984,14,9,2,0,0,14,34,0,1,101
23696,984,15,17,5,0,0,8,39,0,33,101
23697,984,,15,2,0,1,5,34,0,2,101
23698,984,,11,14,0,0,8,149,2,6,101
23699,984,,16,10,0,0,14,90,0,33,101
23700,984,,2,12,46,96,8,212,34,0,2
23701,984,,19,7,0,0,6,74,0,30,101
23662,983,1,3,6,2,9,14,74,4,4,14
23663,983,2,1,13,60,114,7,222,40,3,1
23664,983,3,4,5,5,26,2,143,13,4,10
23665,983,4,20,12,46,96,8,212,34,0,2
23666,983,5,5,4,2,19,0,111,7,3,11
23667,983,6,9,12,0,7,14,148,4,33,101
23668,983,7,7,2,0,0,14,34,0,1,101
23669,983,8,13,2,0,1,5,34,0,2,101
23670,983,9,11,25,11,41,4,269,15,2,8
23671,983,10,6,0,0,0,12,43,0,33,63
23672,983,11,10,18,32,97,6,305,23,1,3
23673,983,12,17,3,0,1,14,74,0,33,64
23674,983,13,16,19,0,10,12,136,1,33,24
23675,983,14,15,0,0,0,12,19,0,30,101
23676,983,15,12,5,0,0,7,35,0,6,101
23677,983,16,8,14,0,0,8,149,2,6,101
23678,983,17,18,5,0,0,8,39,0,33,101
23679,983,18,19,9,0,0,14,90,0,33,101
23680,983,,14,6,0,0,6,74,0,30,101
23681,983,,0,24,20,88,0,285,46,0,101
23642,982,1,5,13,60,113,7,222,40,3,1
23643,982,2,3,5,5,25,2,143,13,4,10
23644,982,3,6,4,2,19,0,111,7,3,11
23645,982,4,10,6,0,0,6,74,0,30,101
23646,982,5,12,12,0,7,14,148,4,33,101
23647,982,6,11,5,0,0,7,35,0,6,101
23648,982,7,9,2,0,0,14,34,0,1,101
23649,982,8,18,2,0,1,5,34,0,2,101
23650,982,9,15,19,0,10,12,136,1,33,24
23651,982,10,14,0,0,0,12,43,0,33,63
23652,982,11,17,25,11,41,4,269,15,2,8
23653,982,12,19,5,0,0,8,39,0,33,101
23654,982,,16,3,0,1,14,74,0,33,64
23655,982,,7,14,0,0,8,149,2,6,101
23656,982,,20,9,0,0,14,90,0,33,101
23657,982,,13,7,0,2,14,72,1,30,65
23658,982,,8,18,32,97,6,305,23,1,3
23659,982,,1,12,46,96,8,212,34,0,2
23660,982,,2,6,1,8,14,74,4,4,14
23661,982,,4,24,20,88,0,285,46,0,101
23622,981,1,1,13,59,112,7,222,40,3,1
23623,981,2,4,4,2,18,0,111,7,3,11
23624,981,3,6,11,46,96,8,212,34,0,2
23625,981,4,16,5,5,24,2,143,13,4,10
23626,981,5,5,23,20,88,0,285,46,0,101
23627,981,6,3,0,0,0,12,43,0,33,63
23628,981,7,2,2,0,1,5,34,0,2,101
23629,981,8,7,25,11,41,4,269,15,2,8
23630,981,9,10,12,0,7,14,148,4,33,101
23631,981,10,13,5,1,8,14,74,4,4,14
23632,981,11,9,3,0,1,14,74,0,33,64
23633,981,12,8,6,0,2,14,72,1,30,65
23634,981,13,14,14,0,0,8,149,2,6,101
23635,981,14,15,6,0,0,6,74,0,30,101
23636,981,15,20,19,0,10,12,136,1,33,24
23637,981,16,12,5,0,0,8,39,0,33,101
23638,981,17,19,17,32,97,6,305,23,1,3
23639,981,18,11,8,0,0,14,90,0,33,101
23640,981,,18,2,0,0,14,34,0,1,101
23641,981,,17,5,0,0,7,35,0,6,101
23602,980,1,1,13,58,111,7,222,40,3,1
23603,980,2,2,11,46,95,8,212,34,0,2
23604,980,3,6,5,5,24,2,143,13,4,10
23605,980,4,4,23,20,88,0,285,46,0,101
23606,980,5,3,4,2,17,0,111,7,3,11
23607,980,6,7,14,0,0,8,149,2,6,101
23608,980,7,11,19,0,10,12,136,1,33,24
23609,980,8,16,25,11,41,4,269,15,2,8
23610,980,9,9,0,0,0,12,43,0,33,63
23611,980,10,13,6,0,0,6,74,0,30,101
23612,980,11,15,2,0,1,5,34,0,2,101
23613,980,12,19,6,0,2,14,72,1,30,65
23614,980,13,14,5,0,0,7,35,0,6,101
23615,980,14,20,2,0,0,14,34,0,1,101
23616,980,15,12,3,0,1,14,74,0,33,64
23617,980,16,17,8,0,0,14,90,0,33,101
23618,980,17,8,12,0,7,14,148,4,33,101
23619,980,,10,17,32,97,6,305,23,1,3
23620,980,,5,5,1,8,14,74,4,4,14
23621,980,,18,5,0,0,8,39,0,33,101
23582,979,1,1,11,46,94,8,212,34,0,2
23583,979,2,2,23,20,88,0,285,46,0,101
23584,979,3,3,4,2,17,0,111,7,3,11
23585,979,4,4,13,57,110,7,222,40,3,1
23586,979,5,5,5,1,8,14,74,4,4,14
23587,979,6,7,17,32,97,6,305,23,1,3
23588,979,7,9,6,0,0,6,74,0,30,101
23589,979,8,13,12,0,7,14,148,4,33,101
23590,979,9,11,0,0,0,12,43,0,33,63
23591,979,10,8,2,0,0,14,34,0,1,101
23592,979,11,16,6,0,2,14,72,1,30,65
23593,979,12,10,5,0,0,7,35,0,6,101
23594,979,13,15,3,0,1,14,74,0,33,64
23595,979,14,17,2,0,1,5,34,0,2,101
23596,979,15,18,4,0,0,8,39,0,33,101
23597,979,16,20,8,0,0,14,90,0,33,101
23598,979,17,12,14,0,0,8,149,2,6,101
23599,979,,19,8,0,0,7,59,0,2,73
23600,979,,14,19,0,10,12,136,1,33,24
23601,979,,6,5,5,23,2,143,13,4,10
23562,978,1,1,13,57,110,7,222,40,3,1
23563,978,2,9,4,2,16,0,111,7,3,11
23564,978,3,2,23,20,87,0,285,46,0,101
23565,978,4,4,5,1,8,14,74,4,4,14
23566,978,5,19,4,5,23,2,143,13,4,10
23567,978,6,5,14,0,0,8,149,2,6,101
23568,978,7,3,11,45,93,8,212,34,0,2
23569,978,8,7,0,0,0,12,43,0,33,63
23570,978,9,6,12,0,7,14,148,4,33,101
23571,978,10,14,25,11,41,4,269,15,2,8
23572,978,11,8,2,0,0,14,34,0,1,101
23573,978,12,16,3,0,1,14,74,0,33,64
23574,978,13,10,19,0,10,12,136,1,33,24
23575,978,14,18,8,0,0,14,90,0,33,101
23576,978,15,12,6,0,2,14,72,1,30,65
23577,978,16,15,2,0,1,5,34,0,2,101
23578,978,17,17,4,0,0,8,39,0,33,101
23579,978,,20,17,32,97,6,305,23,1,3
23580,978,,13,6,0,0,6,74,0,30,101
23581,978,,11,5,0,0,7,35,0,6,101
23542,977,1,1,4,2,15,0,111,7,3,11
23543,977,2,2,11,45,93,8,212,34,0,2
23544,977,3,4,4,5,23,2,143,13,4,10
23545,977,4,8,13,56,109,7,222,40,3,1
23546,977,5,3,23,20,86,0,285,46,0,101
23547,977,6,6,19,0,10,12,136,1,33,24
23548,977,7,7,12,0,7,14,148,4,33,101
23549,977,8,9,0,0,0,12,43,0,33,63
23550,977,9,17,25,11,41,4,269,15,2,8
23551,977,10,18,2,0,1,5,34,0,2,101
23552,977,11,16,5,0,0,7,35,0,6,101
23553,977,12,13,2,0,0,14,34,0,1,101
23554,977,13,11,14,0,0,8,149,2,6,101
23555,977,14,20,4,0,0,8,39,0,33,101
23556,977,15,19,8,0,0,14,90,0,33,101
23557,977,16,14,6,0,2,14,72,1,30,65
23558,977,,10,5,0,0,6,74,0,30,101
23559,977,,15,3,0,1,14,74,0,33,64
23560,977,,12,17,32,97,6,305,23,1,3
23561,977,,5,5,1,8,14,74,4,4,14
23519,976,1,10,4,5,22,2,143,13,4,10
23520,976,2,2,4,1,14,0,111,7,3,11
23521,976,3,8,2,0,1,5,34,0,2,101
23522,976,4,4,11,45,92,8,212,34,0,2
23523,976,5,1,13,56,109,7,222,40,3,1
23524,976,6,7,0,0,0,12,43,0,33,63
23525,976,7,12,3,0,1,14,74,0,33,64
23526,976,8,15,5,0,0,6,74,0,30,101
23527,976,9,19,16,32,97,6,305,23,1,3
23528,976,10,14,4,0,0,8,39,0,33,101
23529,976,11,17,8,0,0,14,90,0,33,101
23530,976,12,18,2,0,0,14,34,0,1,101
23531,976,13,16,19,0,10,12,136,1,33,24
23532,976,14,3,23,20,86,0,285,46,0,101
23533,976,,6,12,0,7,14,148,4,33,101
23534,976,,9,25,11,41,4,269,15,2,8
23535,976,,13,14,0,0,8,149,2,6,101
23536,976,,5,4,1,8,14,74,4,4,14
23537,976,,11,6,0,2,14,72,1,30,65
23538,976,,20,5,0,0,7,35,0,6,101
23499,975,1,1,13,56,109,7,222,40,3,1
23500,975,2,3,4,1,13,0,111,7,3,11
23501,975,3,6,4,4,21,2,143,13,4,10
23502,975,4,2,11,45,92,8,212,34,0,2
23503,975,5,8,12,0,7,14,148,4,33,101
23504,975,6,9,0,0,0,12,43,0,33,63
23505,975,7,4,23,20,86,0,285,46,0,101
23506,975,8,10,13,0,0,8,149,2,6,101
23507,975,9,17,2,0,0,5,34,0,2,101
23508,975,10,14,19,0,10,12,136,1,33,24
23509,975,11,15,5,0,0,7,35,0,6,101
23510,975,12,18,3,0,1,14,74,0,33,64
23511,975,13,19,8,0,0,14,90,0,33,101
23512,975,14,16,2,0,0,14,34,0,1,101
23513,975,15,20,4,0,0,8,39,0,33,101
23514,975,16,12,16,32,97,6,305,23,1,3
23515,975,,11,6,0,2,14,72,1,30,65
23516,975,,5,4,1,8,14,74,4,4,14
23517,975,,7,25,11,41,4,269,15,2,8
23518,975,,13,5,0,0,6,74,0,30,101
23479,974,1,2,11,45,92,8,212,34,0,2
23480,974,2,1,23,20,86,0,285,46,0,101
23481,974,3,5,4,4,20,2,143,13,4,10
23482,974,4,3,4,1,12,0,111,7,3,11
23483,974,5,4,4,1,8,14,74,4,4,14
23484,974,6,6,4,0,0,6,74,0,30,101
23485,974,7,13,13,55,108,7,222,40,3,1
23486,974,8,8,19,0,10,12,136,1,33,24
23487,974,9,14,24,11,41,4,269,15,2,8
23488,974,10,11,3,0,1,14,74,0,33,64
23489,974,11,16,5,0,0,7,35,0,6,101
23490,974,12,15,0,0,0,12,43,0,33,63
23491,974,13,7,12,0,7,14,148,4,33,101
23492,974,14,9,6,0,2,14,72,1,30,65
23493,974,15,17,2,0,0,5,34,0,2,101
23494,974,,12,2,0,0,14,34,0,1,101
23495,974,,19,8,0,0,14,90,0,33,101
23496,974,,20,30,15,50,7,306,8,1,7
23497,974,,18,4,0,0,8,39,0,33,101
23498,974,,10,13,0,0,8,149,2,6,101
23459,973,1,1,13,55,108,7,222,40,3,1
23460,973,2,2,11,44,91,8,212,34,0,2
23461,973,3,6,4,4,19,2,143,13,4,10
23462,973,4,8,12,0,7,14,148,4,33,101
23463,973,5,10,0,0,0,12,43,0,33,63
23464,973,6,13,13,0,0,8,149,2,6,101
23465,973,7,12,4,0,0,6,74,0,30,101
23466,973,8,15,3,0,0,8,39,0,33,101
23467,973,9,19,5,0,2,14,72,1,30,65
23468,973,10,14,19,0,10,12,136,1,33,24
23469,973,11,16,7,0,0,14,90,0,33,101
23470,973,12,7,16,32,97,6,305,23,1,3
23471,973,13,9,24,11,41,4,269,15,2,8
23472,973,14,11,3,0,1,14,74,0,33,64
23473,973,15,17,5,0,0,7,35,0,6,101
23474,973,16,18,2,0,0,5,34,0,2,101
23475,973,,3,4,1,12,0,111,7,3,11
23476,973,,20,1,0,0,14,34,0,1,101
23477,973,,5,4,1,8,14,74,4,4,14
23478,973,,4,23,20,85,0,285,46,0,101
23439,972,1,3,4,1,12,0,111,7,3,11
23440,972,2,1,11,44,90,8,212,34,0,2
23441,972,3,2,22,20,85,0,285,46,0,101
23442,972,4,4,13,54,107,7,222,40,3,1
23443,972,5,7,3,1,8,14,74,4,4,14
23444,972,6,9,12,0,7,14,148,4,33,101
23445,972,7,10,0,0,0,12,43,0,33,63
23446,972,8,8,13,0,0,8,149,2,6,101
23447,972,9,6,24,11,41,4,269,15,2,8
23448,972,10,14,4,0,0,6,74,0,30,101
23449,972,11,11,2,0,0,5,34,0,2,101
23450,972,12,12,5,0,2,14,72,1,30,65
23451,972,13,13,3,0,1,14,74,0,33,64
23452,972,14,20,0,0,0,14,34,0,1,101
23453,972,15,18,7,0,0,14,90,0,33,101
23454,972,16,17,3,0,0,8,39,0,33,101
23455,972,,5,4,4,18,2,143,13,4,10
23456,972,,16,5,0,0,7,35,0,6,101
23457,972,,19,19,0,10,12,136,1,33,24
23458,972,,15,16,32,97,6,305,23,1,3
23419,971,1,3,11,44,89,8,212,34,0,2
23420,971,2,2,13,54,107,7,222,40,3,1
23421,971,3,1,4,0,11,0,111,7,3,11
23422,971,4,5,22,20,84,0,285,46,0,101
23423,971,5,4,4,4,18,2,143,13,4,10
23424,971,6,8,24,11,41,4,269,15,2,8
23425,971,7,18,12,0,7,14,148,4,33,101
23426,971,8,9,18,0,10,12,136,1,33,24
23427,971,9,7,13,0,0,8,149,2,6,101
23428,971,10,14,0,0,0,12,43,0,33,63
23429,971,11,13,3,0,0,8,39,0,33,101
23430,971,12,11,5,0,2,14,72,1,30,65
23431,971,13,10,4,0,0,7,35,0,6,101
23432,971,14,15,16,32,97,6,305,23,1,3
23433,971,,19,7,0,0,14,90,0,33,101
23434,971,,16,4,0,0,6,74,0,30,101
23435,971,,12,2,0,0,5,34,0,2,101
23436,971,,6,3,1,8,14,74,4,4,14
23437,971,,20,3,0,1,14,74,0,33,64
23438,971,,17,0,0,0,14,34,0,1,101
23399,970,1,1,13,54,106,7,222,40,3,1
23400,970,2,2,11,43,88,8,212,34,0,2
23401,970,3,16,3,1,8,14,74,4,4,14
23402,970,4,5,4,4,18,2,143,13,4,10
23403,970,5,4,22,20,84,0,285,46,0,101
23404,970,6,3,4,0,10,0,111,7,3,11
23405,970,7,11,3,0,0,6,74,0,30,101
23406,970,8,12,3,0,1,14,74,0,33,64
23407,970,9,8,12,0,7,14,148,4,33,101
23408,970,10,17,0,0,0,12,43,0,33,63
23409,970,11,19,18,0,10,12,136,1,33,24
23410,970,12,7,13,0,0,8,149,2,6,101
23411,970,13,20,4,0,0,7,35,0,6,101
23412,970,14,6,24,11,41,4,269,15,2,8
23413,970,15,14,7,0,0,14,90,0,33,101
23414,970,,13,16,32,97,6,305,23,1,3
23415,970,,9,5,0,2,14,72,1,30,65
23416,970,,15,0,0,0,14,34,0,1,101
23417,970,,18,1,0,0,11,2,0,33,101
23418,970,,10,1,0,0,5,34,0,2,101
23379,969,1,2,11,43,87,8,212,34,0,2
23380,969,2,1,13,53,105,7,222,40,3,1
23381,969,3,3,4,0,10,0,111,7,3,11
23382,969,4,4,22,20,84,0,285,46,0,101
23383,969,5,5,3,1,7,14,74,4,4,14
23384,969,6,7,24,11,41,4,269,15,2,8
23385,969,7,10,12,0,7,14,148,4,33,101
23386,969,8,8,3,0,0,6,74,0,30,101
23387,969,9,9,5,0,2,14,72,1,30,65
23388,969,10,13,0,0,0,12,43,0,33,63
23389,969,11,11,13,0,0,8,149,2,6,101
23390,969,12,16,0,0,0,11,2,0,33,101
23391,969,13,18,0,0,0,14,34,0,1,101
23392,969,,12,16,32,97,6,305,23,1,3
23393,969,,17,3,0,1,14,74,0,33,64
23394,969,,20,0,0,0,5,34,0,2,101
23395,969,,0,4,4,18,2,143,13,4,10
23396,969,,14,7,0,0,14,90,0,33,101
23397,969,,19,4,0,0,7,35,0,6,101
23398,969,,6,18,0,10,12,136,1,33,24
23357,968,1,1,13,53,104,7,222,40,3,1
23358,968,2,2,14,23,57,8,206,20,3,5
23359,968,3,5,11,42,86,8,212,34,0,2
23360,968,4,6,3,1,7,14,74,4,4,14
23361,968,5,3,4,4,18,2,143,13,4,10
23362,968,6,4,22,20,84,0,285,46,0,101
23363,968,7,7,13,0,0,8,149,2,33,101
23364,968,8,8,12,0,7,14,148,4,33,101
23365,968,9,10,24,11,41,4,269,15,2,8
23366,968,10,9,16,32,97,6,305,23,1,3
23367,968,11,14,18,0,10,12,136,1,33,24
23368,968,12,13,9,0,0,14,59,1,33,101
23369,968,13,20,0,0,0,12,43,0,33,63
23370,968,14,16,3,0,0,8,39,0,33,101
23371,968,15,22,7,0,0,14,90,0,33,101
23372,968,16,19,3,0,0,4,39,0,33,101
23373,968,17,15,4,0,0,7,35,0,6,101
23374,968,,21,3,0,0,6,74,0,30,101
23375,968,,17,5,0,2,14,72,1,30,65
23376,968,,12,29,15,50,7,306,8,1,7
23377,968,,11,4,0,9,0,111,7,2,11
23378,968,,18,3,0,1,14,74,0,6,64
23335,967,1,1,13,52,103,7,222,40,3,1
23336,967,2,2,14,23,56,8,206,20,3,5
23337,967,3,4,3,1,7,14,74,4,4,14
23338,967,4,9,12,0,7,14,148,4,33,101
23339,967,5,5,11,42,85,8,212,34,0,2
23340,967,6,15,2,0,0,6,74,0,30,101
23341,967,7,8,13,0,0,8,149,2,33,101
23342,967,8,6,4,4,18,2,143,13,4,10
23343,967,9,21,3,0,0,4,39,0,33,101
23344,967,10,10,16,32,97,6,305,23,1,3
23345,967,11,11,4,0,9,0,111,7,2,11
23346,967,12,22,0,0,0,12,43,0,33,63
23347,967,13,14,5,0,2,14,72,1,30,65
23348,967,14,18,3,0,1,14,74,0,6,64
23349,967,15,19,3,0,0,8,39,0,33,101
23350,967,16,17,29,15,50,7,306,8,1,7
23351,967,,12,9,0,0,14,59,1,33,101
23352,967,,13,24,11,41,4,269,15,2,8
23353,967,,16,4,0,0,7,35,0,6,101
23354,967,,3,22,20,84,0,285,46,0,101
23355,967,,20,7,0,0,14,90,0,33,101
23356,967,,7,18,0,10,12,136,1,33,24
23313,966,1,1,13,51,102,7,222,40,3,1
23314,966,2,2,14,23,55,8,206,20,3,5
23315,966,3,4,4,4,18,2,143,13,4,10
23316,966,4,3,3,1,6,14,74,4,4,14
23317,966,5,7,11,42,85,8,212,34,0,2
23318,966,6,6,21,20,84,0,285,46,0,101
23319,966,7,5,13,0,0,8,149,2,33,101
23320,966,8,8,4,0,9,0,111,7,2,11
23321,966,9,9,23,11,41,4,269,15,2,8
23322,966,10,12,12,0,7,14,148,4,33,101
23323,966,11,15,6,0,0,14,90,0,33,101
23324,966,12,13,29,15,50,7,306,8,1,7
23325,966,13,11,16,32,97,6,305,23,1,3
23326,966,14,21,3,0,0,7,35,0,6,101
23327,966,15,19,3,0,0,4,39,0,33,101
23328,966,16,10,2,0,0,6,74,0,30,101
23329,966,17,14,3,0,1,14,74,0,6,64
23330,966,18,18,5,0,2,14,72,1,30,65
23331,966,19,17,8,0,0,14,59,1,33,101
23332,966,20,22,17,0,10,12,136,1,33,24
23333,966,21,20,0,0,0,12,43,0,33,63
23334,966,,16,3,0,0,8,39,0,33,101
23291,965,1,1,13,50,101,7,222,40,3,1
23292,965,2,2,14,23,54,8,206,20,3,5
23293,965,3,3,4,4,17,2,143,13,4,10
23294,965,4,6,11,42,85,8,212,34,0,2
23295,965,5,12,16,32,97,6,305,23,1,3
23296,965,6,10,2,0,0,6,74,0,30,101
23297,965,7,9,23,11,41,4,269,15,2,8
23298,965,8,11,12,0,7,14,148,4,33,101
23299,965,9,19,29,15,50,7,306,8,1,7
23300,965,10,17,17,0,10,12,136,1,33,24
23301,965,11,13,5,0,2,14,72,1,30,65
23302,965,12,18,3,0,1,14,74,0,6,64
23303,965,13,15,3,0,0,7,35,0,6,101
23304,965,14,16,6,0,0,14,90,0,33,101
23305,965,15,21,3,0,0,4,39,0,33,101
23306,965,16,8,4,0,9,0,111,7,2,11
23307,965,17,20,2,0,0,8,39,0,33,101
23308,965,18,22,0,0,0,12,43,0,33,63
23309,965,,5,21,20,84,0,285,46,0,101
23310,965,,4,3,1,6,14,74,4,4,14
23311,965,,14,8,0,0,14,59,1,33,101
23312,965,,7,13,0,0,8,149,2,33,101
23269,964,1,1,14,23,53,8,206,20,3,5
23270,964,2,3,3,1,6,14,74,4,4,14
23271,964,3,2,13,49,100,7,222,40,3,1
23272,964,4,6,11,42,85,8,212,34,0,2
23273,964,5,8,21,20,84,0,285,46,0,101
23274,964,6,4,4,4,16,2,143,13,4,10
23275,964,7,5,12,0,7,14,148,4,33,101
23276,964,8,9,12,0,0,8,149,2,33,101
23277,964,9,12,23,11,41,4,269,15,2,8
23278,964,10,11,4,0,9,0,111,7,2,11
23279,964,11,7,17,0,10,12,136,1,33,24
23280,964,12,16,3,0,0,7,35,0,6,101
23281,964,13,13,5,0,2,14,72,1,30,65
23282,964,14,17,3,0,1,14,74,0,6,64
23283,964,15,18,6,0,0,14,90,0,33,101
23284,964,16,15,16,32,97,6,305,23,1,3
23285,964,17,14,2,0,0,6,74,0,30,101
23286,964,18,22,29,15,50,7,306,8,1,7
23287,964,19,19,3,0,0,4,39,0,33,101
23288,964,20,10,8,0,0,14,59,1,33,101
23289,964,21,20,0,0,0,12,43,0,33,63
23290,964,22,21,2,0,0,8,39,0,33,101
23247,963,1,4,4,4,16,2,143,13,4,10
23248,963,2,3,3,1,5,14,74,4,4,14
23249,963,3,2,14,22,52,8,206,20,3,5
23250,963,4,6,21,20,84,0,285,46,0,101
23251,963,5,11,4,0,9,0,111,7,2,11
23252,963,6,7,12,0,7,14,148,4,33,101
23253,963,7,22,16,32,97,6,305,23,1,3
23254,963,8,8,12,0,0,8,149,2,33,101
23255,963,9,9,29,15,50,7,306,8,1,7
23256,963,10,19,3,0,0,7,35,0,6,101
23257,963,11,16,2,0,0,6,74,0,30,101
23258,963,12,17,6,0,0,14,90,0,33,101
23259,963,13,10,23,11,41,4,269,15,2,8
23260,963,14,15,5,0,2,14,72,1,30,65
23261,963,15,21,2,0,0,8,39,0,33,101
23262,963,16,20,0,0,0,12,43,0,33,63
23263,963,,18,3,0,0,4,39,0,33,101
23264,963,,1,13,49,99,7,222,40,3,1
23265,963,,13,8,0,0,14,59,1,33,101
23266,963,,14,3,0,1,14,74,0,6,64
23267,963,,12,17,0,10,12,136,1,33,24
23268,963,,5,11,42,85,8,212,34,0,2
23225,962,1,1,14,22,51,8,206,20,3,5
23226,962,2,2,4,3,15,2,143,13,4,10
23227,962,3,3,13,49,99,7,222,40,3,1
23228,962,4,5,21,20,84,0,285,46,0,101
23229,962,5,22,10,42,85,8,212,34,0,2
23230,962,6,4,3,1,4,14,74,4,4,14
23231,962,7,9,16,32,97,6,305,23,1,3
23232,962,8,17,12,0,7,14,148,4,33,101
23233,962,9,7,5,0,2,14,72,1,30,65
23234,962,10,15,3,0,1,14,74,0,6,64
23235,962,11,13,8,0,0,14,59,1,33,101
23236,962,12,11,23,11,41,4,269,15,2,8
23237,962,13,16,3,0,0,4,39,0,33,101
23238,962,14,6,2,0,0,6,74,0,30,101
23239,962,15,18,3,0,0,7,35,0,6,101
23240,962,16,19,2,0,0,8,39,0,33,101
23241,962,17,14,6,0,0,14,90,0,33,101
23242,962,18,21,0,0,0,12,43,0,33,63
23243,962,,12,29,15,50,7,306,8,1,7
23244,962,,10,4,0,9,0,111,7,2,11
23245,962,,8,12,0,0,8,149,2,33,101
23246,962,,20,17,0,10,12,136,1,33,24
23203,961,1,2,14,21,50,8,206,20,3,5
23204,961,2,1,13,49,98,7,222,40,3,1
23205,961,3,3,10,42,85,8,212,34,0,2
23206,961,4,4,21,20,84,0,285,46,0,101
23207,961,5,6,4,3,14,2,143,13,4,10
23208,961,6,5,4,0,9,0,111,7,2,11
