resultId,raceId,position,grid,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,countryRankByChampionships,allTimeStarts,allTimefastestLap,constructorRank,driverTop100,countryTop38
21929,890,,16,0,0,0,4,111,7,2,11,3
21930,890,,17,2,0,0,8,59,1,33,101,13
21931,890,,11,18,0,0,1,128,1,33,71,2
21888,888,1,2,8,30,52,1,212,34,4,2,2
21889,888,2,4,16,20,74,4,285,46,21,101,3
21890,888,3,5,9,0,5,4,136,1,21,24,5
21891,888,4,8,13,32,91,6,305,23,0,3,7
21892,888,5,1,11,21,52,0,222,40,3,1,1
21893,888,6,9,24,15,49,0,306,8,1,7,1
21894,888,7,3,22,9,37,4,215,19,4,9,6
21895,888,8,13,7,0,3,8,148,4,1,101,13
21896,888,9,11,13,3,9,1,206,20,3,5,2
21897,888,10,10,6,0,0,1,149,2,33,101,2
21898,888,11,12,4,0,0,0,59,0,33,73,1
21899,888,12,6,3,0,0,4,143,13,30,10,6
21900,888,13,15,18,0,0,1,128,1,33,71,2
21901,888,14,14,2,0,0,8,59,1,33,101,13
21902,888,15,18,10,1,1,8,95,0,2,90,25
21903,888,16,17,0,0,0,4,111,7,2,11,3
21904,888,17,22,2,0,0,4,39,0,33,101,5
21905,888,18,20,1,0,0,8,19,0,33,101,12
21906,888,19,21,0,0,0,0,35,0,33,101,1
21907,888,,16,3,0,0,4,58,0,30,101,5
21908,888,,19,0,0,0,4,34,0,33,101,5
21909,888,,7,17,11,36,2,269,15,0,8,4
21866,887,1,2,13,3,9,1,206,20,3,5,2
21867,887,2,4,22,9,37,4,215,19,4,9,6
21868,887,3,9,13,32,91,6,305,23,0,3,7
21869,887,4,1,11,21,52,0,222,40,3,1,1
21870,887,5,8,16,20,73,4,285,46,21,101,3
21871,887,6,11,16,11,36,2,269,15,0,8,4
21872,887,7,6,18,0,0,1,128,1,33,71,2
21873,887,8,5,3,0,0,4,143,13,30,10,6
21874,887,9,21,4,0,0,0,59,0,33,73,1
21875,887,10,14,6,0,0,1,149,2,33,101,2
21876,887,11,15,10,1,1,8,95,0,2,90,25
21877,887,12,16,0,0,0,4,111,7,2,11,3
21878,887,13,10,24,15,49,0,306,8,1,7,1
21879,887,14,17,2,0,0,8,59,1,33,101,13
21880,887,15,18,2,0,0,4,39,0,33,101,5
21881,887,16,19,0,0,0,4,34,0,33,101,5
21882,887,17,20,0,0,0,0,35,0,33,101,1
21883,887,18,22,1,0,0,8,19,0,33,101,12
21884,887,19,7,9,0,4,4,136,1,21,24,5
21885,887,20,13,7,0,3,8,148,4,1,101,13
21886,887,,3,8,29,51,1,212,34,4,2,2
21887,887,,12,3,0,0,4,58,0,30,101,5
21844,886,1,1,8,29,51,1,212,34,4,2,2
21845,886,2,6,13,32,90,6,305,23,0,3,7
21846,886,3,2,11,21,52,0,222,40,3,1,1
21847,886,4,5,22,9,36,4,215,19,4,9,6
21848,886,5,4,13,2,8,1,206,20,3,5,2
21849,886,6,7,3,0,0,4,58,0,30,101,5
21850,886,7,17,4,0,0,0,59,0,33,73,1
21851,886,8,16,16,11,36,2,269,15,0,8,4
21852,886,9,10,16,20,73,4,285,46,21,101,3
21853,886,10,8,18,0,0,1,128,1,33,71,2
21854,886,11,12,7,0,3,8,148,4,1,101,13
21855,886,12,14,24,15,49,0,306,8,1,7,1
21856,886,13,22,8,0,4,4,136,1,21,24,5
21857,886,14,3,0,0,0,4,111,7,2,11,3
21858,886,15,11,3,0,0,4,143,13,30,10,6
21859,886,16,13,10,1,1,8,95,0,2,90,25
21860,886,17,19,0,0,0,4,34,0,33,101,5
21861,886,18,18,2,0,0,4,39,0,33,101,5
21862,886,19,20,0,0,0,0,35,0,33,101,1
21863,886,20,15,2,0,0,8,59,1,33,101,13
21864,886,,9,6,0,0,1,149,2,33,101,2
21865,886,,21,1,0,0,8,19,0,33,101,12
21822,885,1,1,13,2,8,1,206,20,3,5,2
21823,885,2,3,8,28,50,1,212,34,4,2,2
21824,885,3,4,22,9,36,4,215,19,4,9,6
21825,885,4,2,11,21,51,0,222,40,3,1,1
21826,885,5,8,18,0,0,1,128,1,33,71,2
21827,885,6,9,24,15,49,0,306,8,1,7,1
21828,885,7,6,13,32,89,6,305,23,0,3,7
21829,885,8,10,3,0,0,4,58,0,30,101,5
21830,885,9,17,4,0,0,0,59,0,33,73,1
21831,885,10,5,16,20,73,4,285,46,21,101,3
21832,885,11,11,5,0,0,1,149,2,33,101,2
21833,885,12,14,0,0,0,4,111,7,2,11,3
21834,885,13,19,1,0,0,8,59,1,33,101,13
21835,885,14,22,0,0,0,0,35,0,33,101,1
21836,885,15,15,0,0,0,8,19,0,33,101,12
21837,885,16,7,7,0,3,8,148,4,1,101,13
21838,885,,13,8,0,4,4,136,1,21,24,5
21839,885,,12,3,0,0,4,143,13,30,10,6
21840,885,,20,0,0,0,4,34,0,33,101,5
21841,885,,16,10,1,1,8,95,0,2,90,25
21842,885,,21,16,11,36,2,269,15,0,8,4
21843,885,,18,2,0,0,4,39,0,33,101,5
21800,884,1,5,13,32,89,6,305,23,0,3,7
21801,884,2,4,16,20,73,4,285,46,21,101,3
21802,884,3,9,15,11,36,2,269,15,0,8,4
21803,884,4,3,8,28,49,1,212,34,4,2,2
21804,884,5,7,22,9,35,4,215,19,4,9,6
21805,884,6,1,13,1,7,1,206,20,3,5,2
21806,884,7,10,4,0,0,0,59,0,33,73,1
21807,884,8,14,24,15,49,0,306,8,1,7,1
21808,884,9,8,7,0,3,8,148,4,1,101,13
21809,884,10,11,2,0,0,4,143,13,30,10,6
21810,884,11,19,1,0,0,8,59,1,33,101,13
21811,884,12,2,11,21,51,0,222,40,3,1,1
21812,884,13,13,18,0,0,1,128,1,33,71,2
21813,884,14,17,9,1,1,8,95,0,2,90,25
21814,884,15,15,5,0,0,1,149,2,33,101,2
21815,884,16,16,0,0,0,4,111,7,2,11,3
21816,884,17,22,2,0,0,4,39,0,33,101,5
21817,884,18,20,0,0,0,4,34,0,33,101,5
21818,884,19,21,0,0,0,0,35,0,33,101,1
21819,884,20,12,3,0,0,4,58,0,30,101,5
21820,884,21,18,0,0,0,8,19,0,33,101,12
21821,884,22,6,7,0,4,4,136,1,21,24,5
21778,883,1,2,8,28,49,1,212,34,4,2,2
21779,883,2,8,16,20,72,4,285,46,21,101,3
21780,883,3,11,7,0,4,4,136,1,21,24,5
21781,883,4,5,4,0,0,0,59,0,33,73,1
21782,883,5,9,11,21,51,0,222,40,3,1,1
21783,883,6,12,7,0,3,8,148,4,1,101,13
21784,883,7,7,22,9,35,4,215,19,4,9,6
21785,883,8,3,13,31,88,6,305,23,0,3,7
21786,883,9,1,13,1,7,1,206,20,3,5,2
21787,883,10,10,24,15,49,0,306,8,1,7,1
21788,883,11,17,9,1,1,8,95,0,2,90,25
21789,883,12,14,5,0,0,1,149,2,33,101,2
21790,883,13,6,18,0,0,1,128,1,33,71,2
21791,883,14,15,0,0,0,4,111,7,2,11,3
21792,883,15,4,15,11,35,2,269,15,0,8,4
21793,883,16,13,2,0,0,4,143,13,30,10,6
21794,883,17,18,2,0,0,4,39,0,33,101,5
21795,883,18,22,1,0,0,8,59,1,33,101,13
21796,883,19,19,0,0,0,4,34,0,33,101,5
21797,883,20,21,0,0,0,0,35,0,33,101,1
21798,883,21,20,0,0,0,8,19,0,33,101,12
21799,883,,16,2,0,0,4,58,0,30,101,5
21756,882,1,3,13,31,88,6,305,23,0,3,7
21757,882,2,2,16,20,71,4,285,46,21,101,3
21758,882,3,1,11,21,51,0,222,40,3,1,1
21759,882,4,9,8,27,48,1,212,34,4,2,2
21760,882,5,8,24,15,49,0,306,8,1,7,1
21761,882,6,5,15,11,35,2,269,15,0,8,4
21762,882,7,7,2,0,0,4,143,13,30,10,6
21763,882,8,11,4,0,0,0,59,0,33,73,1
21764,882,9,6,7,0,3,4,136,1,21,24,5
21765,882,10,10,5,0,0,1,149,2,33,101,2
21766,882,11,12,7,0,3,8,148,4,1,101,13
21767,882,12,15,2,0,0,4,58,0,30,101,5
21768,882,13,16,0,0,0,4,111,7,2,11,3
21769,882,14,14,9,1,1,8,95,0,2,90,25
21770,882,15,18,0,0,0,4,34,0,33,101,5
21771,882,16,20,2,0,0,4,39,0,33,101,5
21772,882,17,19,0,0,0,0,35,0,33,101,1
21773,882,18,21,0,0,0,8,19,0,33,101,12
21774,882,,4,13,1,7,1,206,20,3,5,2
21775,882,,22,22,9,35,4,215,19,4,9,6
21776,882,,13,18,0,0,1,128,1,33,71,2
21777,882,,17,1,0,0,8,59,1,33,101,13
21734,881,1,1,8,27,48,1,212,34,4,2,2
21735,881,2,5,22,9,35,4,215,19,4,9,6
21736,881,3,4,11,21,50,0,222,40,3,1,1
21737,881,4,6,13,1,7,1,206,20,3,5,2
21738,881,5,2,15,11,35,2,269,15,0,8,4
21739,881,6,11,7,0,3,4,136,1,21,24,5
21740,881,7,10,16,20,70,4,285,46,21,101,3
21741,881,8,12,5,0,0,1,149,2,33,101,2
21742,881,9,9,7,0,3,8,148,4,1,101,13
21743,881,10,17,2,0,0,4,58,0,30,101,5
21744,881,11,18,0,0,0,4,111,7,2,11,3
21745,881,12,14,0,0,0,8,59,1,33,101,13
21746,881,13,19,0,0,0,4,34,0,33,101,5
21747,881,14,20,2,0,0,4,39,0,33,101,5
21748,881,15,22,0,0,0,8,19,0,33,101,12
21749,881,16,21,0,0,0,0,35,0,33,101,1
21750,881,17,7,24,15,49,0,306,8,1,7,1
21751,881,18,13,2,0,0,4,143,13,30,10,6
21752,881,,16,9,1,1,8,95,0,2,90,25
21753,881,,8,17,0,0,1,128,1,33,71,2
21754,881,,15,4,0,0,0,59,0,33,73,1
21755,881,,3,13,30,87,6,305,23,0,3,7
21712,880,1,7,16,20,70,4,285,46,21,101,3
21713,880,2,5,12,30,87,6,305,23,0,3,7
21714,880,3,1,8,26,47,1,212,34,4,2,2
21715,880,4,4,15,11,35,2,269,15,0,8,4
21716,880,5,3,11,21,49,0,222,40,3,1,1
21717,880,6,2,22,9,34,4,215,19,4,9,6
21718,880,7,12,17,0,0,1,128,1,33,71,2
21719,880,8,9,4,0,0,0,59,0,33,73,1
21720,880,9,10,23,15,49,0,306,8,1,7,1
21721,880,10,8,7,0,3,4,136,1,21,24,5
21722,880,11,15,7,0,3,8,148,4,1,101,13
21723,880,12,13,2,0,0,4,58,0,30,101,5
21724,880,13,18,0,0,0,8,59,1,33,101,13
21725,880,14,16,0,0,0,4,111,7,2,11,3
21726,880,15,19,0,0,0,4,34,0,33,101,5
21727,880,16,22,2,0,0,4,39,0,33,101,5
21728,880,17,20,0,0,0,0,35,0,33,101,1
21729,880,18,21,0,0,0,8,19,0,33,101,12
21730,880,,14,1,0,0,4,143,13,30,10,6
21731,880,,6,13,1,7,1,206,20,3,5,2
21732,880,,17,8,1,1,8,95,0,2,90,25
21733,880,,11,5,0,0,1,149,2,33,101,2
21688,879,1,2,23,15,49,0,306,8,1,7,1
21689,879,2,7,12,30,86,6,305,23,0,3,7
21690,879,3,5,15,11,35,2,269,15,0,8,4
21691,879,4,3,22,9,34,4,215,19,4,9,6
21692,879,5,6,5,0,0,1,149,2,33,101,2
21693,879,6,4,8,26,46,1,212,34,4,2,2
21694,879,7,13,32,91,155,1,306,77,3,6,2
21695,879,8,17,2,0,0,4,58,0,30,101,5
21696,879,9,14,9,0,1,8,75,1,33,70,22
21697,879,10,8,16,19,69,4,285,46,21,101,3
21698,879,11,19,7,0,1,8,57,1,33,98,39
21699,879,12,22,2,0,0,4,39,0,33,101,5
21700,879,13,15,1,0,0,4,143,13,30,10,6
21701,879,14,20,9,1,4,4,111,2,33,77,3
21702,879,15,9,13,1,7,1,206,20,3,5,2
21703,879,16,21,9,0,3,1,91,1,33,101,2
21704,879,17,24,20,0,1,6,104,1,33,101,7
21705,879,18,23,6,0,0,8,46,0,33,101,31
21706,879,19,10,4,0,0,0,59,0,33,73,1
21707,879,,1,11,21,49,0,222,40,1,1,1
21708,879,,18,7,0,3,4,136,1,21,24,5
21709,879,,16,7,1,1,8,95,0,2,90,25
21710,879,,11,8,0,0,2,46,1,2,101,4
21711,879,,12,7,0,3,8,148,4,33,101,13
21664,878,1,2,10,21,49,0,222,40,1,1,1
21665,878,2,1,8,26,46,1,212,34,4,2,2
21666,878,3,7,12,30,85,6,305,23,0,3,7
21667,878,4,11,15,11,34,2,269,15,0,8,4
21668,878,5,12,23,14,48,0,306,8,1,7,1
21669,878,6,4,16,19,69,4,285,46,21,101,3
21670,878,7,8,6,0,3,4,136,1,21,24,5
21671,878,8,6,5,0,0,1,149,2,33,101,2
21672,878,9,9,6,1,1,8,95,0,2,90,25
21673,878,10,10,7,0,0,2,46,1,2,101,4
21674,878,11,15,6,0,3,8,148,4,33,101,13
21675,878,12,18,1,0,0,4,143,13,30,10,6
21676,878,13,17,13,1,7,1,206,20,3,5,2
21677,878,14,16,9,0,1,8,75,1,33,70,22
21678,878,15,13,3,0,0,0,59,0,33,73,1
21679,878,16,5,32,91,155,1,306,77,3,6,2
21680,878,17,21,7,0,1,8,57,1,33,98,39
21681,878,18,22,9,1,4,4,111,2,33,77,3
21682,878,19,19,9,0,3,1,91,1,33,101,2
21683,878,20,20,2,0,0,4,39,0,33,101,5
21684,878,21,23,20,0,1,6,104,1,33,101,7
21685,878,22,24,6,0,0,8,46,0,33,101,31
21686,878,,3,22,9,34,4,215,19,4,9,6
21687,878,,14,2,0,0,4,58,0,30,101,5
21640,877,1,4,16,19,69,4,285,46,21,101,3
21641,877,2,6,12,30,84,6,305,23,0,3,7
21642,877,3,24,8,26,45,1,212,34,4,2,2
21643,877,4,5,23,14,48,0,306,8,1,7,1
21644,877,5,3,6,1,1,8,95,0,2,90,25
21645,877,6,15,9,0,1,8,75,1,33,70,22
21646,877,7,8,15,11,34,2,269,15,0,8,4
21647,877,8,14,7,0,0,2,46,1,2,101,4
21648,877,9,12,3,0,0,0,59,0,33,73,1
21649,877,10,16,1,0,0,4,143,13,30,10,6
21650,877,11,13,32,91,155,1,306,77,3,6,2
21651,877,12,17,2,0,0,4,58,0,30,101,5
21652,877,13,18,9,1,4,4,111,2,33,77,3
21653,877,14,21,9,0,3,1,91,1,33,101,2
21654,877,15,11,6,0,3,8,148,4,33,101,13
21655,877,16,20,7,0,1,8,57,1,33,98,39
21656,877,17,22,20,0,1,6,104,1,33,101,7
21657,877,,19,2,0,0,4,39,0,33,101,5
21658,877,,9,6,0,3,4,136,1,21,24,5
21659,877,,2,22,9,34,4,215,19,4,9,6
21660,877,,1,10,20,48,0,222,40,1,1,1
21661,877,,23,6,0,0,8,46,0,33,101,31
21662,877,,7,13,1,7,1,206,20,3,5,2
21663,877,,10,5,0,0,1,149,2,33,101,2
21616,876,1,1,8,26,44,1,212,34,4,2,2
21617,876,2,5,12,30,83,6,305,23,0,3,7
21618,876,3,2,21,9,34,4,215,19,4,9,6
21619,876,4,3,10,20,48,0,222,40,1,1,1
21620,876,5,4,23,14,48,0,306,8,1,7,1
21621,876,6,6,15,11,34,2,269,15,0,8,4
21622,876,7,7,16,18,68,4,285,46,21,101,3
21623,876,8,12,4,0,0,1,149,2,33,101,2
21624,876,9,11,5,0,3,4,136,1,21,24,5
21625,876,10,13,7,0,0,2,46,1,2,101,4
21626,876,11,10,12,1,7,1,206,20,3,5,2
21627,876,12,16,3,0,0,0,59,0,33,73,1
21628,876,13,15,1,0,0,4,143,13,30,10,6
21629,876,14,17,9,0,1,8,75,1,33,70,22
21630,876,15,18,2,0,0,4,58,0,30,101,5
21631,876,16,9,6,1,1,8,95,0,2,90,25
21632,876,17,19,7,0,1,8,57,1,33,98,39
21633,876,18,20,9,1,4,4,111,2,33,77,3
21634,876,19,24,1,0,0,4,39,0,33,101,5
21635,876,20,21,9,0,3,1,91,1,33,101,2
21636,876,21,23,5,0,0,8,46,0,33,101,31
21637,876,22,14,32,91,155,1,306,77,3,6,2
21638,876,,22,20,0,1,6,104,1,33,101,7
21639,876,,8,6,0,3,8,148,4,33,101,13
21592,875,1,2,8,25,43,1,212,34,4,2,2
21593,875,2,1,21,9,33,4,215,19,4,9,6
21594,875,3,4,12,30,82,6,305,23,0,3,7
21595,875,4,6,15,11,34,2,269,15,0,8,4
21596,875,5,5,16,18,68,4,285,46,21,101,3
21597,875,6,8,4,0,0,1,149,2,33,101,2
21598,875,7,7,5,0,3,4,136,1,21,24,5
21599,875,8,16,2,0,0,4,58,0,30,101,5
21600,875,9,21,1,0,0,4,143,13,30,10,6
21601,875,10,3,10,20,48,0,222,40,1,1,1
21602,875,11,12,5,0,3,8,148,4,33,101,13
21603,875,12,14,3,0,0,0,59,0,33,73,1
21604,875,13,10,31,91,155,1,306,77,3,6,2
21605,875,14,15,6,1,1,8,95,0,2,90,25
21606,875,15,17,7,0,0,2,46,1,2,101,4
21607,875,16,18,7,0,1,8,57,1,33,98,39
21608,875,17,19,9,1,4,4,111,2,33,77,3
21609,875,18,20,9,0,3,1,91,1,33,101,2
21610,875,19,24,1,0,0,4,39,0,33,101,5
21611,875,20,23,5,0,0,8,46,0,33,101,31
21612,875,,22,19,0,1,6,104,1,33,101,7
21613,875,,13,9,0,1,8,75,1,33,70,22
21614,875,,9,12,1,7,1,206,20,3,5,2
21615,875,,11,23,14,48,0,306,8,1,7,1
21568,874,1,1,8,24,42,1,212,34,4,2,2
21569,874,2,10,15,11,34,2,269,15,0,8,4
21570,874,3,3,8,0,1,8,75,1,33,70,22
21571,874,4,8,22,14,48,0,306,8,1,7,1
21572,874,5,9,10,20,48,0,222,40,1,1,1
21573,874,6,7,16,18,68,4,285,46,21,101,3
21574,874,7,15,4,0,0,1,149,2,33,101,2
21575,874,8,12,6,1,1,8,95,0,2,90,25
21576,874,9,2,21,9,32,4,215,19,4,9,6
21577,874,10,14,1,0,0,4,143,13,30,10,6
21578,874,11,23,31,91,155,1,306,77,3,6,2
21579,874,12,11,3,0,0,0,59,0,33,73,1
21580,874,13,19,2,0,0,4,58,0,30,101,5
21581,874,14,16,7,0,0,2,46,1,2,101,4
21582,874,15,17,9,1,4,4,111,2,33,77,3
21583,874,16,18,9,0,3,1,91,1,33,101,2
21584,874,17,22,7,0,1,8,57,1,33,98,39
21585,874,18,20,19,0,1,6,104,1,33,101,7
21586,874,19,4,5,0,3,4,136,1,21,24,5
21587,874,,21,1,0,0,4,39,0,33,101,5
21588,874,,24,5,0,0,8,46,0,33,101,31
21589,874,,5,5,0,3,8,148,4,33,101,13
21590,874,,6,12,30,81,6,305,23,0,3,7
21591,874,,13,11,1,7,1,206,20,3,5,2
21544,873,1,3,8,23,41,1,212,34,4,2,2
21545,873,2,4,22,14,48,0,306,8,1,7,1
21546,873,3,5,11,30,81,6,305,23,0,3,7
21547,873,4,6,3,0,0,0,59,0,33,73,1
21548,873,5,10,10,1,7,1,206,20,3,5,2
21549,873,6,12,16,18,68,4,285,46,21,101,3
21550,873,7,8,5,0,3,4,136,1,21,24,5
21551,873,8,13,15,11,33,2,269,15,0,8,4
21552,873,9,15,1,0,0,4,143,13,30,10,6
21553,873,10,14,4,0,3,8,148,4,33,101,13
21554,873,11,7,21,9,32,4,215,19,4,9,6
21555,873,12,20,9,0,3,1,91,1,33,101,2
21556,873,13,17,8,0,0,8,75,1,33,70,22
21557,873,14,11,4,0,0,1,149,2,33,101,2
21558,873,15,19,9,1,4,4,111,2,33,77,3
21559,873,16,21,1,0,0,4,39,0,33,101,5
21560,873,17,24,19,0,1,6,104,1,33,101,7
21561,873,18,22,7,0,0,2,46,1,2,101,4
21562,873,19,18,7,0,1,8,57,1,33,98,39
21563,873,,16,2,0,0,4,58,0,30,101,5
21564,873,,9,31,91,155,1,306,77,3,6,2
21565,873,,2,6,1,1,8,95,0,2,90,25
21566,873,,23,5,0,0,8,46,0,33,101,31
21567,873,,1,10,20,48,0,222,40,1,1,1
21520,872,1,1,10,20,48,0,222,40,1,1,1
21521,872,2,12,4,0,3,8,148,4,33,101,13
21522,872,3,10,11,30,80,6,305,23,0,3,7
21523,872,4,3,15,11,33,2,269,15,0,8,4
21524,872,5,7,16,18,68,4,285,46,21,101,3
21525,872,6,4,30,91,155,1,306,77,3,6,2
21526,872,7,6,10,1,7,1,206,20,3,5,2
21527,872,8,9,3,0,0,0,59,0,33,73,1
21528,872,9,8,8,0,0,8,75,1,33,70,22
21529,872,10,13,6,0,0,2,46,1,2,101,4
21530,872,11,22,6,1,1,8,95,0,2,90,25
21531,872,12,14,1,0,0,4,143,13,30,10,6
21532,872,13,15,1,0,0,8,20,0,21,101,17
21533,872,14,17,9,1,4,4,111,2,33,77,3
21534,872,15,18,7,0,1,8,57,1,33,98,39
21535,872,16,20,1,0,0,4,39,0,33,101,5
21536,872,17,19,9,0,3,1,91,1,33,101,2
21537,872,18,23,19,0,1,6,104,1,33,101,7
21538,872,19,21,4,0,0,8,46,0,33,101,31
21539,872,20,11,21,9,32,4,215,19,4,9,6
21540,872,21,24,4,0,0,1,149,2,33,101,2
21541,872,22,5,8,22,40,1,212,34,4,2,2
21542,872,,2,22,14,47,0,306,8,1,7,1
21543,872,,16,1,0,0,4,58,0,30,101,5
21496,871,1,1,22,14,47,0,306,8,1,7,1
21497,871,2,10,8,22,40,1,212,34,4,2,2
21498,871,3,3,16,18,68,4,285,46,21,101,3
21499,871,4,11,4,0,0,1,149,2,33,101,2
21500,871,5,14,15,11,33,2,269,15,0,8,4
21501,871,6,12,21,9,32,4,215,19,4,9,6
21502,871,7,13,30,91,155,1,306,77,3,6,2
21503,871,8,15,1,0,0,4,58,0,30,101,5
21504,871,9,16,1,0,0,4,143,13,30,10,6
21505,871,10,9,3,0,0,0,59,0,33,73,1
21506,871,11,23,10,1,7,1,206,20,3,5,2
21507,871,12,17,6,0,0,2,46,1,2,101,4
21508,871,13,2,8,0,0,8,75,1,33,70,22
21509,871,14,19,7,0,1,8,57,1,33,98,39
21510,871,15,20,9,0,3,1,91,1,33,101,2
21511,871,16,22,1,0,0,4,39,0,33,101,5
21512,871,17,18,9,1,4,4,111,2,33,77,3
21513,871,18,21,19,0,1,6,104,1,33,101,7
21514,871,,24,4,0,0,8,46,0,33,101,31
21515,871,,6,6,1,1,8,95,0,2,90,25
21516,871,,4,4,0,2,8,148,4,33,101,13
21517,871,,5,11,30,79,6,305,23,0,3,7
21518,871,,7,10,19,47,0,222,40,1,1,1
21519,871,,8,5,0,3,4,136,1,21,24,5
21472,870,1,1,9,19,47,0,222,40,1,1,1
21473,870,2,5,16,18,67,4,285,46,21,101,3
21474,870,3,2,4,0,3,4,136,1,21,24,5
21475,870,4,3,8,22,39,1,212,34,4,2,2
21476,870,5,6,10,30,79,6,305,23,0,3,7
21477,870,6,4,22,13,46,0,306,8,1,7,1
21478,870,7,9,6,0,0,2,46,1,2,101,4
21479,870,8,11,21,9,32,4,215,19,4,9,6
21480,870,9,7,15,11,33,2,269,15,0,8,4
21481,870,10,13,10,1,7,1,206,20,3,5,2
21482,870,11,10,4,0,0,1,149,2,33,101,2
21483,870,12,12,3,0,0,0,59,0,33,73,1
21484,870,13,8,5,1,1,8,95,0,2,90,25
21485,870,14,14,3,0,2,8,148,4,33,101,13
21486,870,15,18,1,0,0,4,143,13,30,10,6
21487,870,16,16,1,0,0,4,58,0,30,101,5
21488,870,17,19,9,1,4,4,111,2,33,77,3
21489,870,18,15,8,0,0,8,75,1,33,70,22
21490,870,19,20,7,0,1,8,57,1,33,98,39
21491,870,20,21,1,0,0,4,39,0,33,101,5
21492,870,21,22,9,0,3,1,91,1,33,101,2
21493,870,22,23,19,0,1,6,104,1,33,101,7
21494,870,,24,3,0,0,8,46,0,33,101,31
21495,870,,17,30,91,155,1,306,77,3,6,2
21448,869,1,1,10,30,79,6,305,23,0,3,7
21449,869,2,6,22,13,46,0,306,8,1,7,1
21450,869,3,10,16,18,66,4,285,46,21,101,3
21451,869,4,12,8,0,0,8,75,1,33,70,22
21452,869,5,2,8,22,39,1,212,34,4,2,2
21453,869,6,17,3,0,2,8,148,4,33,101,13
21454,869,7,3,30,91,155,1,306,77,3,6,2
21455,869,8,8,21,9,32,4,215,19,4,9,6
21456,869,9,4,4,0,0,1,149,2,33,101,2
21457,869,10,21,10,1,7,1,206,20,3,5,2
21458,869,11,9,3,0,0,0,59,0,33,73,1
21459,869,12,13,15,11,33,2,269,15,0,8,4
21460,869,13,11,1,0,0,4,143,13,30,10,6
21461,869,14,15,1,0,0,4,58,0,30,101,5
21462,869,15,5,5,1,1,8,95,0,2,90,25
21463,869,16,18,7,0,1,8,57,1,33,98,39
21464,869,17,14,6,0,0,2,46,1,2,101,4
21465,869,18,19,4,0,2,4,136,1,21,24,5
21466,869,19,16,9,1,4,4,111,2,33,77,3
21467,869,20,20,1,0,0,4,39,0,33,101,5
21468,869,21,23,19,0,1,6,104,1,33,101,7
21469,869,22,22,9,0,3,1,91,1,33,101,2
21470,869,23,24,3,0,0,8,46,0,33,101,31
21471,869,,7,9,18,46,0,222,40,1,1,1
21424,868,1,2,21,9,32,4,215,19,4,9,6
21425,868,2,1,10,29,78,6,305,23,0,3,7
21426,868,3,4,8,22,39,1,212,34,4,2,2
21427,868,4,5,15,11,33,2,269,15,0,8,4
21428,868,5,6,16,18,65,4,285,46,21,101,3
21429,868,6,9,4,0,2,4,136,1,21,24,5
21430,868,7,3,30,91,155,1,306,77,3,6,2
21431,868,8,8,9,18,46,0,222,40,1,1,1
21432,868,9,13,6,0,0,2,46,1,2,101,4
21433,868,10,16,22,13,45,0,306,8,1,7,1
21434,868,11,17,8,0,0,8,75,1,33,70,22
21435,868,12,14,4,0,0,1,149,2,33,101,2
21436,868,13,12,1,0,0,4,143,13,30,10,6
21437,868,14,23,1,0,0,4,58,0,30,101,5
21438,868,15,11,10,1,7,1,206,20,3,5,2
21439,868,16,7,5,1,1,8,95,0,2,90,25
21440,868,17,19,9,1,4,4,111,2,33,77,3
21441,868,18,20,9,0,3,1,91,1,33,101,2
21442,868,19,24,1,0,0,4,39,0,33,101,5
21443,868,20,21,19,0,1,6,104,1,33,101,7
21444,868,21,22,3,0,0,8,46,0,33,101,31
21445,868,,15,3,0,2,8,148,4,33,101,13
21446,868,,10,3,0,0,0,59,0,33,73,1
21447,868,,18,7,0,1,8,57,1,33,98,39
21400,867,1,11,10,29,77,6,305,23,0,3,7
21401,867,2,5,16,18,65,4,285,46,21,101,3
21402,867,3,12,30,91,155,1,306,77,3,6,2
21403,867,4,19,21,8,31,4,215,19,4,9,6
21404,867,5,8,4,0,0,1,149,2,33,101,2
21405,867,6,6,10,1,7,1,206,20,3,5,2
21406,867,7,10,2,0,0,0,59,0,33,73,1
21407,867,8,9,22,13,45,0,306,8,1,7,1
21408,867,9,15,2,0,2,8,148,4,33,101,13
21409,867,10,14,6,0,0,2,46,1,2,101,4
21410,867,11,17,1,0,0,4,143,13,30,10,6
21411,867,12,3,5,1,1,8,95,0,2,90,25
21412,867,13,20,7,0,1,8,57,1,33,98,39
21413,867,14,16,9,1,4,4,111,2,33,77,3
21414,867,15,23,1,0,0,4,39,0,33,101,5
21415,867,16,13,15,11,33,2,269,15,0,8,4
21416,867,17,21,19,0,1,6,104,1,33,101,7
21417,867,18,22,3,0,0,8,46,0,33,101,31
21418,867,19,2,9,18,46,0,222,40,1,1,1
21419,867,,4,4,0,2,4,136,1,21,24,5
21420,867,,1,8,22,38,1,212,34,4,2,2
21421,867,,7,8,0,0,8,75,1,33,70,22
21422,867,,18,1,0,0,4,58,0,30,101,5
21423,867,,0,9,0,3,1,91,1,33,101,2
21376,866,1,2,8,18,46,0,222,40,1,1,1
21377,866,2,7,4,0,2,4,136,1,21,24,5
21378,866,3,15,2,0,2,8,148,4,33,101,13
21379,866,4,1,8,22,38,1,212,34,4,2,2
21380,866,5,3,10,28,76,6,305,23,0,3,7
