resultId,raceId,position,grid,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,countryRankByChampionships,allTimeStarts,allTimefastestLap,constructorRank,driverTop100,countryTop38
23762,988,1,1,4,3,22,4,111,7,3,11,3
23763,988,2,2,13,62,117,0,222,40,3,1,1
23764,988,3,3,12,47,99,1,212,34,0,2,2
23765,988,4,5,24,20,91,4,285,46,0,101,3
23766,988,5,6,6,3,11,8,74,4,4,14,12
23767,988,6,7,14,0,0,1,149,2,6,101,2
23768,988,7,8,12,0,7,8,148,4,33,101,13
23769,988,8,9,1,0,0,4,43,0,33,63,5
23770,988,9,11,18,32,97,6,305,23,1,3,7
23771,988,10,10,25,11,41,2,269,15,2,8,4
23772,988,11,16,19,0,10,4,136,1,33,24,5
23773,988,12,13,3,0,0,8,34,0,1,101,17
23774,988,13,14,4,0,1,8,74,0,33,64,24
23775,988,14,18,6,0,0,1,39,0,33,101,2
23776,988,15,20,0,0,0,-1,-1,-1,30,101,39
23777,988,16,17,0,0,0,4,19,0,30,101,5
23778,988,17,19,10,0,0,8,90,0,33,101,15
23779,988,18,15,2,0,1,7,34,0,2,101,16
23780,988,,12,7,0,0,6,74,0,6,101,7
23781,988,,4,5,5,27,4,143,13,4,10,6
23742,987,1,2,12,47,98,1,212,34,0,2,2
23743,987,2,1,4,2,21,4,111,7,3,11,3
23744,987,3,3,24,20,91,4,285,46,0,101,3
23745,987,4,20,13,62,116,0,222,40,3,1,1
23746,987,5,4,6,3,11,8,74,4,4,14,12
23747,987,6,14,5,5,27,4,143,13,4,10,6
23748,987,7,9,25,11,41,2,269,15,2,8,4
23749,987,8,6,18,32,97,6,305,23,1,3,7
23750,987,9,5,12,0,7,8,148,4,33,101,13
23751,987,10,7,14,0,0,1,149,2,6,101,2
23752,987,11,8,7,0,0,6,74,0,6,101,7
23753,987,12,19,0,0,0,4,19,0,30,101,5
23754,987,13,17,10,0,0,8,90,0,33,101,15
23755,987,14,15,6,0,0,1,39,0,33,101,2
23756,987,15,11,19,0,10,4,136,1,33,24,5
23757,987,16,16,2,0,1,7,34,0,2,101,16
23758,987,,18,0,0,0,-1,-1,-1,30,101,39
23759,987,,10,1,0,0,4,43,0,33,63,5
23760,987,,12,3,0,0,8,34,0,1,101,17
23761,987,,13,4,0,1,8,74,0,33,64,24
23722,986,1,2,6,3,11,8,74,4,4,14,12
23723,986,2,4,4,2,20,4,111,7,3,11,3
23724,986,3,5,24,20,90,4,285,46,0,101,3
23725,986,4,1,12,46,97,1,212,34,0,2,2
23726,986,5,6,0,0,0,4,43,0,33,63,5
23727,986,6,11,2,0,1,7,34,0,2,101,16
23728,986,7,9,12,0,7,8,148,4,33,101,13
23729,986,8,14,3,0,1,8,74,0,33,64,24
23730,986,9,3,13,62,116,0,222,40,3,1,1
23731,986,10,18,18,32,97,6,305,23,1,3,7
23732,986,11,10,25,11,41,2,269,15,2,8,4
23733,986,12,19,2,0,0,8,34,0,1,101,17
23734,986,13,20,0,0,0,4,19,0,30,101,5
23735,986,14,13,6,0,0,1,39,0,33,101,2
23736,986,15,15,19,0,10,4,136,1,33,24,5
23737,986,,8,7,0,0,6,74,0,6,101,7
23738,986,,12,10,0,0,8,90,0,33,101,15
23739,986,,17,0,0,0,-1,-1,-1,30,101,39
23740,986,,7,14,0,0,1,149,2,6,101,2
23741,986,,16,5,5,27,4,143,13,4,10,6
23702,985,1,1,13,62,116,0,222,40,3,1,1
23703,985,2,2,12,46,97,1,212,34,0,2,2
23704,985,3,5,24,20,89,4,285,46,0,101,3
23705,985,4,16,6,2,10,8,74,4,4,14,12
23706,985,5,3,4,2,19,4,111,7,3,11,3
23707,985,6,6,0,0,0,4,43,0,33,63,5
23708,985,7,7,7,0,0,6,74,0,6,101,7
23709,985,8,9,12,0,7,8,148,4,33,101,13
23710,985,9,10,25,11,41,2,269,15,2,8,4
23711,985,10,11,7,0,2,8,72,1,30,65,39
23712,985,11,15,2,0,1,7,34,0,2,101,16
23713,985,12,20,2,0,0,8,34,0,1,101,17
23714,985,13,19,0,0,0,-1,-1,-1,30,101,39
23715,985,14,12,19,0,10,4,136,1,33,24,5
23716,985,15,13,10,0,0,8,90,0,33,101,15
23717,985,16,17,3,0,1,8,74,0,33,64,24
23718,985,,8,18,32,97,6,305,23,1,3,7
23719,985,,4,5,5,27,4,143,13,4,10,6
23720,985,,14,6,0,0,1,39,0,33,101,2
23721,985,,18,14,0,0,1,149,2,6,101,2
23682,984,1,1,13,61,115,0,222,40,3,1,1
23683,984,2,4,6,2,10,8,74,4,4,14,12
23684,984,3,3,5,5,27,4,143,13,4,10,6
23685,984,4,6,4,2,19,4,111,7,3,11,3
23686,984,5,10,24,20,88,4,285,46,0,101,3
23687,984,6,5,0,0,0,4,43,0,33,63,5
23688,984,7,7,12,0,7,8,148,4,33,101,13
23689,984,8,12,3,0,1,8,74,0,33,64,24
23690,984,9,13,19,0,10,4,136,1,33,24,5
23691,984,10,8,25,11,41,2,269,15,2,8,4
23692,984,11,20,18,32,97,6,305,23,1,3,7
23693,984,12,18,5,0,0,0,35,0,6,101,1
23694,984,13,14,0,0,0,4,19,0,30,101,5
23695,984,14,9,2,0,0,8,34,0,1,101,17
23696,984,15,17,5,0,0,1,39,0,33,101,2
23697,984,,15,2,0,1,7,34,0,2,101,16
23698,984,,11,14,0,0,1,149,2,6,101,2
23699,984,,16,10,0,0,8,90,0,33,101,15
23700,984,,2,12,46,96,1,212,34,0,2,2
23701,984,,19,7,0,0,6,74,0,30,101,7
23662,983,1,3,6,2,9,8,74,4,4,14,12
23663,983,2,1,13,60,114,0,222,40,3,1,1
23664,983,3,4,5,5,26,4,143,13,4,10,6
23665,983,4,20,12,46,96,1,212,34,0,2,2
23666,983,5,5,4,2,19,4,111,7,3,11,3
23667,983,6,9,12,0,7,8,148,4,33,101,13
23668,983,7,7,2,0,0,8,34,0,1,101,17
23669,983,8,13,2,0,1,7,34,0,2,101,16
23670,983,9,11,25,11,41,2,269,15,2,8,4
23671,983,10,6,0,0,0,4,43,0,33,63,5
23672,983,11,10,18,32,97,6,305,23,1,3,7
23673,983,12,17,3,0,1,8,74,0,33,64,24
23674,983,13,16,19,0,10,4,136,1,33,24,5
23675,983,14,15,0,0,0,4,19,0,30,101,5
23676,983,15,12,5,0,0,0,35,0,6,101,1
23677,983,16,8,14,0,0,1,149,2,6,101,2
23678,983,17,18,5,0,0,1,39,0,33,101,2
23679,983,18,19,9,0,0,8,90,0,33,101,15
23680,983,,14,6,0,0,6,74,0,30,101,7
23681,983,,0,24,20,88,4,285,46,0,101,3
23642,982,1,5,13,60,113,0,222,40,3,1,1
23643,982,2,3,5,5,25,4,143,13,4,10,6
23644,982,3,6,4,2,19,4,111,7,3,11,3
23645,982,4,10,6,0,0,6,74,0,30,101,7
23646,982,5,12,12,0,7,8,148,4,33,101,13
23647,982,6,11,5,0,0,0,35,0,6,101,1
23648,982,7,9,2,0,0,8,34,0,1,101,17
23649,982,8,18,2,0,1,7,34,0,2,101,16
23650,982,9,15,19,0,10,4,136,1,33,24,5
23651,982,10,14,0,0,0,4,43,0,33,63,5
23652,982,11,17,25,11,41,2,269,15,2,8,4
23653,982,12,19,5,0,0,1,39,0,33,101,2
23654,982,,16,3,0,1,8,74,0,33,64,24
23655,982,,7,14,0,0,1,149,2,6,101,2
23656,982,,20,9,0,0,8,90,0,33,101,15
23657,982,,13,7,0,2,8,72,1,30,65,39
23658,982,,8,18,32,97,6,305,23,1,3,7
23659,982,,1,12,46,96,1,212,34,0,2,2
23660,982,,2,6,1,8,8,74,4,4,14,12
23661,982,,4,24,20,88,4,285,46,0,101,3
23622,981,1,1,13,59,112,0,222,40,3,1,1
23623,981,2,4,4,2,18,4,111,7,3,11,3
23624,981,3,6,11,46,96,1,212,34,0,2,2
23625,981,4,16,5,5,24,4,143,13,4,10,6
23626,981,5,5,23,20,88,4,285,46,0,101,3
23627,981,6,3,0,0,0,4,43,0,33,63,5
23628,981,7,2,2,0,1,7,34,0,2,101,16
23629,981,8,7,25,11,41,2,269,15,2,8,4
23630,981,9,10,12,0,7,8,148,4,33,101,13
23631,981,10,13,5,1,8,8,74,4,4,14,12
23632,981,11,9,3,0,1,8,74,0,33,64,24
23633,981,12,8,6,0,2,8,72,1,30,65,39
23634,981,13,14,14,0,0,1,149,2,6,101,2
23635,981,14,15,6,0,0,6,74,0,30,101,7
23636,981,15,20,19,0,10,4,136,1,33,24,5
23637,981,16,12,5,0,0,1,39,0,33,101,2
23638,981,17,19,17,32,97,6,305,23,1,3,7
23639,981,18,11,8,0,0,8,90,0,33,101,15
23640,981,,18,2,0,0,8,34,0,1,101,17
23641,981,,17,5,0,0,0,35,0,6,101,1
23602,980,1,1,13,58,111,0,222,40,3,1,1
23603,980,2,2,11,46,95,1,212,34,0,2,2
23604,980,3,6,5,5,24,4,143,13,4,10,6
23605,980,4,4,23,20,88,4,285,46,0,101,3
23606,980,5,3,4,2,17,4,111,7,3,11,3
23607,980,6,7,14,0,0,1,149,2,6,101,2
23608,980,7,11,19,0,10,4,136,1,33,24,5
23609,980,8,16,25,11,41,2,269,15,2,8,4
23610,980,9,9,0,0,0,4,43,0,33,63,5
23611,980,10,13,6,0,0,6,74,0,30,101,7
23612,980,11,15,2,0,1,7,34,0,2,101,16
23613,980,12,19,6,0,2,8,72,1,30,65,39
23614,980,13,14,5,0,0,0,35,0,6,101,1
23615,980,14,20,2,0,0,8,34,0,1,101,17
23616,980,15,12,3,0,1,8,74,0,33,64,24
23617,980,16,17,8,0,0,8,90,0,33,101,15
23618,980,17,8,12,0,7,8,148,4,33,101,13
23619,980,,10,17,32,97,6,305,23,1,3,7
23620,980,,5,5,1,8,8,74,4,4,14,12
23621,980,,18,5,0,0,1,39,0,33,101,2
23582,979,1,1,11,46,94,1,212,34,0,2,2
23583,979,2,2,23,20,88,4,285,46,0,101,3
23584,979,3,3,4,2,17,4,111,7,3,11,3
23585,979,4,4,13,57,110,0,222,40,3,1,1
23586,979,5,5,5,1,8,8,74,4,4,14,12
23587,979,6,7,17,32,97,6,305,23,1,3,7
23588,979,7,9,6,0,0,6,74,0,30,101,7
23589,979,8,13,12,0,7,8,148,4,33,101,13
23590,979,9,11,0,0,0,4,43,0,33,63,5
23591,979,10,8,2,0,0,8,34,0,1,101,17
23592,979,11,16,6,0,2,8,72,1,30,65,39
23593,979,12,10,5,0,0,0,35,0,6,101,1
23594,979,13,15,3,0,1,8,74,0,33,64,24
23595,979,14,17,2,0,1,7,34,0,2,101,16
23596,979,15,18,4,0,0,1,39,0,33,101,2
23597,979,16,20,8,0,0,8,90,0,33,101,15
23598,979,17,12,14,0,0,1,149,2,6,101,2
23599,979,,19,8,0,0,0,59,0,2,73,1
23600,979,,14,19,0,10,4,136,1,33,24,5
23601,979,,6,5,5,23,4,143,13,4,10,6
23562,978,1,1,13,57,110,0,222,40,3,1,1
23563,978,2,9,4,2,16,4,111,7,3,11,3
23564,978,3,2,23,20,87,4,285,46,0,101,3
23565,978,4,4,5,1,8,8,74,4,4,14,12
23566,978,5,19,4,5,23,4,143,13,4,10,6
23567,978,6,5,14,0,0,1,149,2,6,101,2
23568,978,7,3,11,45,93,1,212,34,0,2,2
23569,978,8,7,0,0,0,4,43,0,33,63,5
23570,978,9,6,12,0,7,8,148,4,33,101,13
23571,978,10,14,25,11,41,2,269,15,2,8,4
23572,978,11,8,2,0,0,8,34,0,1,101,17
23573,978,12,16,3,0,1,8,74,0,33,64,24
23574,978,13,10,19,0,10,4,136,1,33,24,5
23575,978,14,18,8,0,0,8,90,0,33,101,15
23576,978,15,12,6,0,2,8,72,1,30,65,39
23577,978,16,15,2,0,1,7,34,0,2,101,16
23578,978,17,17,4,0,0,1,39,0,33,101,2
23579,978,,20,17,32,97,6,305,23,1,3,7
23580,978,,13,6,0,0,6,74,0,30,101,7
23581,978,,11,5,0,0,0,35,0,6,101,1
23542,977,1,1,4,2,15,4,111,7,3,11,3
23543,977,2,2,11,45,93,1,212,34,0,2,2
23544,977,3,4,4,5,23,4,143,13,4,10,6
23545,977,4,8,13,56,109,0,222,40,3,1,1
23546,977,5,3,23,20,86,4,285,46,0,101,3
23547,977,6,6,19,0,10,4,136,1,33,24,5
23548,977,7,7,12,0,7,8,148,4,33,101,13
23549,977,8,9,0,0,0,4,43,0,33,63,5
23550,977,9,17,25,11,41,2,269,15,2,8,4
23551,977,10,18,2,0,1,7,34,0,2,101,16
23552,977,11,16,5,0,0,0,35,0,6,101,1
23553,977,12,13,2,0,0,8,34,0,1,101,17
23554,977,13,11,14,0,0,1,149,2,6,101,2
23555,977,14,20,4,0,0,1,39,0,33,101,2
23556,977,15,19,8,0,0,8,90,0,33,101,15
23557,977,16,14,6,0,2,8,72,1,30,65,39
23558,977,,10,5,0,0,6,74,0,30,101,7
23559,977,,15,3,0,1,8,74,0,33,64,24
23560,977,,12,17,32,97,6,305,23,1,3,7
23561,977,,5,5,1,8,8,74,4,4,14,12
23519,976,1,10,4,5,22,4,143,13,4,10,6
23520,976,2,2,4,1,14,4,111,7,3,11,3
23521,976,3,8,2,0,1,7,34,0,2,101,16
23522,976,4,4,11,45,92,1,212,34,0,2,2
23523,976,5,1,13,56,109,0,222,40,3,1,1
23524,976,6,7,0,0,0,4,43,0,33,63,5
23525,976,7,12,3,0,1,8,74,0,33,64,24
23526,976,8,15,5,0,0,6,74,0,30,101,7
23527,976,9,19,16,32,97,6,305,23,1,3,7
23528,976,10,14,4,0,0,1,39,0,33,101,2
23529,976,11,17,8,0,0,8,90,0,33,101,15
23530,976,12,18,2,0,0,8,34,0,1,101,17
23531,976,13,16,19,0,10,4,136,1,33,24,5
23532,976,14,3,23,20,86,4,285,46,0,101,3
23533,976,,6,12,0,7,8,148,4,33,101,13
23534,976,,9,25,11,41,2,269,15,2,8,4
23535,976,,13,14,0,0,1,149,2,6,101,2
23536,976,,5,4,1,8,8,74,4,4,14,12
23537,976,,11,6,0,2,8,72,1,30,65,39
23538,976,,20,5,0,0,0,35,0,6,101,1
23499,975,1,1,13,56,109,0,222,40,3,1,1
23500,975,2,3,4,1,13,4,111,7,3,11,3
23501,975,3,6,4,4,21,4,143,13,4,10,6
23502,975,4,2,11,45,92,1,212,34,0,2,2
23503,975,5,8,12,0,7,8,148,4,33,101,13
23504,975,6,9,0,0,0,4,43,0,33,63,5
23505,975,7,4,23,20,86,4,285,46,0,101,3
23506,975,8,10,13,0,0,1,149,2,6,101,2
23507,975,9,17,2,0,0,7,34,0,2,101,16
23508,975,10,14,19,0,10,4,136,1,33,24,5
23509,975,11,15,5,0,0,0,35,0,6,101,1
23510,975,12,18,3,0,1,8,74,0,33,64,24
23511,975,13,19,8,0,0,8,90,0,33,101,15
23512,975,14,16,2,0,0,8,34,0,1,101,17
23513,975,15,20,4,0,0,1,39,0,33,101,2
23514,975,16,12,16,32,97,6,305,23,1,3,7
23515,975,,11,6,0,2,8,72,1,30,65,39
23516,975,,5,4,1,8,8,74,4,4,14,12
23517,975,,7,25,11,41,2,269,15,2,8,4
23518,975,,13,5,0,0,6,74,0,30,101,7
23479,974,1,2,11,45,92,1,212,34,0,2,2
23480,974,2,1,23,20,86,4,285,46,0,101,3
23481,974,3,5,4,4,20,4,143,13,4,10,6
23482,974,4,3,4,1,12,4,111,7,3,11,3
23483,974,5,4,4,1,8,8,74,4,4,14,12
23484,974,6,6,4,0,0,6,74,0,30,101,7
23485,974,7,13,13,55,108,0,222,40,3,1,1
23486,974,8,8,19,0,10,4,136,1,33,24,5
23487,974,9,14,24,11,41,2,269,15,2,8,4
23488,974,10,11,3,0,1,8,74,0,33,64,24
23489,974,11,16,5,0,0,0,35,0,6,101,1
23490,974,12,15,0,0,0,4,43,0,33,63,5
23491,974,13,7,12,0,7,8,148,4,33,101,13
23492,974,14,9,6,0,2,8,72,1,30,65,39
23493,974,15,17,2,0,0,7,34,0,2,101,16
23494,974,,12,2,0,0,8,34,0,1,101,17
23495,974,,19,8,0,0,8,90,0,33,101,15
23496,974,,20,30,15,50,0,306,8,1,7,1
23497,974,,18,4,0,0,1,39,0,33,101,2
23498,974,,10,13,0,0,1,149,2,6,101,2
23459,973,1,1,13,55,108,0,222,40,3,1,1
23460,973,2,2,11,44,91,1,212,34,0,2,2
23461,973,3,6,4,4,19,4,143,13,4,10,6
23462,973,4,8,12,0,7,8,148,4,33,101,13
23463,973,5,10,0,0,0,4,43,0,33,63,5
23464,973,6,13,13,0,0,1,149,2,6,101,2
23465,973,7,12,4,0,0,6,74,0,30,101,7
23466,973,8,15,3,0,0,1,39,0,33,101,2
23467,973,9,19,5,0,2,8,72,1,30,65,39
23468,973,10,14,19,0,10,4,136,1,33,24,5
23469,973,11,16,7,0,0,8,90,0,33,101,15
23470,973,12,7,16,32,97,6,305,23,1,3,7
23471,973,13,9,24,11,41,2,269,15,2,8,4
23472,973,14,11,3,0,1,8,74,0,33,64,24
23473,973,15,17,5,0,0,0,35,0,6,101,1
23474,973,16,18,2,0,0,7,34,0,2,101,16
23475,973,,3,4,1,12,4,111,7,3,11,3
23476,973,,20,1,0,0,8,34,0,1,101,17
23477,973,,5,4,1,8,8,74,4,4,14,12
23478,973,,4,23,20,85,4,285,46,0,101,3
23439,972,1,3,4,1,12,4,111,7,3,11,3
23440,972,2,1,11,44,90,1,212,34,0,2,2
23441,972,3,2,22,20,85,4,285,46,0,101,3
23442,972,4,4,13,54,107,0,222,40,3,1,1
23443,972,5,7,3,1,8,8,74,4,4,14,12
23444,972,6,9,12,0,7,8,148,4,33,101,13
23445,972,7,10,0,0,0,4,43,0,33,63,5
23446,972,8,8,13,0,0,1,149,2,6,101,2
23447,972,9,6,24,11,41,2,269,15,2,8,4
23448,972,10,14,4,0,0,6,74,0,30,101,7
23449,972,11,11,2,0,0,7,34,0,2,101,16
23450,972,12,12,5,0,2,8,72,1,30,65,39
23451,972,13,13,3,0,1,8,74,0,33,64,24
23452,972,14,20,0,0,0,8,34,0,1,101,17
23453,972,15,18,7,0,0,8,90,0,33,101,15
23454,972,16,17,3,0,0,1,39,0,33,101,2
23455,972,,5,4,4,18,4,143,13,4,10,6
23456,972,,16,5,0,0,0,35,0,6,101,1
23457,972,,19,19,0,10,4,136,1,33,24,5
23458,972,,15,16,32,97,6,305,23,1,3,7
23419,971,1,3,11,44,89,1,212,34,0,2,2
23420,971,2,2,13,54,107,0,222,40,3,1,1
23421,971,3,1,4,0,11,4,111,7,3,11,3
23422,971,4,5,22,20,84,4,285,46,0,101,3
23423,971,5,4,4,4,18,4,143,13,4,10,6
23424,971,6,8,24,11,41,2,269,15,2,8,4
23425,971,7,18,12,0,7,8,148,4,33,101,13
23426,971,8,9,18,0,10,4,136,1,33,24,5
23427,971,9,7,13,0,0,1,149,2,6,101,2
23428,971,10,14,0,0,0,4,43,0,33,63,5
23429,971,11,13,3,0,0,1,39,0,33,101,2
23430,971,12,11,5,0,2,8,72,1,30,65,39
23431,971,13,10,4,0,0,0,35,0,6,101,1
23432,971,14,15,16,32,97,6,305,23,1,3,7
23433,971,,19,7,0,0,8,90,0,33,101,15
23434,971,,16,4,0,0,6,74,0,30,101,7
23435,971,,12,2,0,0,7,34,0,2,101,16
23436,971,,6,3,1,8,8,74,4,4,14,12
23437,971,,20,3,0,1,8,74,0,33,64,24
23438,971,,17,0,0,0,8,34,0,1,101,17
23399,970,1,1,13,54,106,0,222,40,3,1,1
23400,970,2,2,11,43,88,1,212,34,0,2,2
23401,970,3,16,3,1,8,8,74,4,4,14,12
23402,970,4,5,4,4,18,4,143,13,4,10,6
23403,970,5,4,22,20,84,4,285,46,0,101,3
23404,970,6,3,4,0,10,4,111,7,3,11,3
23405,970,7,11,3,0,0,6,74,0,30,101,7
23406,970,8,12,3,0,1,8,74,0,33,64,24
23407,970,9,8,12,0,7,8,148,4,33,101,13
23408,970,10,17,0,0,0,4,43,0,33,63,5
23409,970,11,19,18,0,10,4,136,1,33,24,5
23410,970,12,7,13,0,0,1,149,2,6,101,2
23411,970,13,20,4,0,0,0,35,0,6,101,1
23412,970,14,6,24,11,41,2,269,15,2,8,4
23413,970,15,14,7,0,0,8,90,0,33,101,15
23414,970,,13,16,32,97,6,305,23,1,3,7
23415,970,,9,5,0,2,8,72,1,30,65,39
23416,970,,15,0,0,0,8,34,0,1,101,17
23417,970,,18,1,0,0,5,2,0,33,101,8
23418,970,,10,1,0,0,7,34,0,2,101,16
23379,969,1,2,11,43,87,1,212,34,0,2,2
23380,969,2,1,13,53,105,0,222,40,3,1,1
23381,969,3,3,4,0,10,4,111,7,3,11,3
23382,969,4,4,22,20,84,4,285,46,0,101,3
23383,969,5,5,3,1,7,8,74,4,4,14,12
23384,969,6,7,24,11,41,2,269,15,2,8,4
23385,969,7,10,12,0,7,8,148,4,33,101,13
23386,969,8,8,3,0,0,6,74,0,30,101,7
23387,969,9,9,5,0,2,8,72,1,30,65,39
23388,969,10,13,0,0,0,4,43,0,33,63,5
23389,969,11,11,13,0,0,1,149,2,6,101,2
23390,969,12,16,0,0,0,5,2,0,33,101,8
23391,969,13,18,0,0,0,8,34,0,1,101,17
23392,969,,12,16,32,97,6,305,23,1,3,7
23393,969,,17,3,0,1,8,74,0,33,64,24
23394,969,,20,0,0,0,7,34,0,2,101,16
23395,969,,0,4,4,18,4,143,13,4,10,6
23396,969,,14,7,0,0,8,90,0,33,101,15
23397,969,,19,4,0,0,0,35,0,6,101,1
23398,969,,6,18,0,10,4,136,1,33,24,5
23357,968,1,1,13,53,104,0,222,40,3,1,1
23358,968,2,2,14,23,57,1,206,20,3,5,2
23359,968,3,5,11,42,86,1,212,34,0,2,2
23360,968,4,6,3,1,7,8,74,4,4,14,12
23361,968,5,3,4,4,18,4,143,13,4,10,6
23362,968,6,4,22,20,84,4,285,46,0,101,3
23363,968,7,7,13,0,0,1,149,2,33,101,2
23364,968,8,8,12,0,7,8,148,4,33,101,13
23365,968,9,10,24,11,41,2,269,15,2,8,4
23366,968,10,9,16,32,97,6,305,23,1,3,7
23367,968,11,14,18,0,10,4,136,1,33,24,5
23368,968,12,13,9,0,0,8,59,1,33,101,13
23369,968,13,20,0,0,0,4,43,0,33,63,5
23370,968,14,16,3,0,0,1,39,0,33,101,2
23371,968,15,22,7,0,0,8,90,0,33,101,15
23372,968,16,19,3,0,0,2,39,0,33,101,4
23373,968,17,15,4,0,0,0,35,0,6,101,1
23374,968,,21,3,0,0,6,74,0,30,101,7
23375,968,,17,5,0,2,8,72,1,30,65,39
23376,968,,12,29,15,50,0,306,8,1,7,1
23377,968,,11,4,0,9,4,111,7,2,11,3
23378,968,,18,3,0,1,8,74,0,6,64,24
23335,967,1,1,13,52,103,0,222,40,3,1,1
23336,967,2,2,14,23,56,1,206,20,3,5,2
23337,967,3,4,3,1,7,8,74,4,4,14,12
23338,967,4,9,12,0,7,8,148,4,33,101,13
23339,967,5,5,11,42,85,1,212,34,0,2,2
23340,967,6,15,2,0,0,6,74,0,30,101,7
23341,967,7,8,13,0,0,1,149,2,33,101,2
23342,967,8,6,4,4,18,4,143,13,4,10,6
23343,967,9,21,3,0,0,2,39,0,33,101,4
23344,967,10,10,16,32,97,6,305,23,1,3,7
23345,967,11,11,4,0,9,4,111,7,2,11,3
23346,967,12,22,0,0,0,4,43,0,33,63,5
23347,967,13,14,5,0,2,8,72,1,30,65,39
23348,967,14,18,3,0,1,8,74,0,6,64,24
23349,967,15,19,3,0,0,1,39,0,33,101,2
23350,967,16,17,29,15,50,0,306,8,1,7,1
23351,967,,12,9,0,0,8,59,1,33,101,13
23352,967,,13,24,11,41,2,269,15,2,8,4
23353,967,,16,4,0,0,0,35,0,6,101,1
23354,967,,3,22,20,84,4,285,46,0,101,3
23355,967,,20,7,0,0,8,90,0,33,101,15
23356,967,,7,18,0,10,4,136,1,33,24,5
23313,966,1,1,13,51,102,0,222,40,3,1,1
23314,966,2,2,14,23,55,1,206,20,3,5,2
23315,966,3,4,4,4,18,4,143,13,4,10,6
23316,966,4,3,3,1,6,8,74,4,4,14,12
23317,966,5,7,11,42,85,1,212,34,0,2,2
23318,966,6,6,21,20,84,4,285,46,0,101,3
23319,966,7,5,13,0,0,1,149,2,33,101,2
23320,966,8,8,4,0,9,4,111,7,2,11,3
23321,966,9,9,23,11,41,2,269,15,2,8,4
23322,966,10,12,12,0,7,8,148,4,33,101,13
23323,966,11,15,6,0,0,8,90,0,33,101,15
23324,966,12,13,29,15,50,0,306,8,1,7,1
23325,966,13,11,16,32,97,6,305,23,1,3,7
23326,966,14,21,3,0,0,0,35,0,6,101,1
23327,966,15,19,3,0,0,2,39,0,33,101,4
23328,966,16,10,2,0,0,6,74,0,30,101,7
23329,966,17,14,3,0,1,8,74,0,6,64,24
23330,966,18,18,5,0,2,8,72,1,30,65,39
23331,966,19,17,8,0,0,8,59,1,33,101,13
23332,966,20,22,17,0,10,4,136,1,33,24,5
23333,966,21,20,0,0,0,4,43,0,33,63,5
23334,966,,16,3,0,0,1,39,0,33,101,2
23291,965,1,1,13,50,101,0,222,40,3,1,1
23292,965,2,2,14,23,54,1,206,20,3,5,2
23293,965,3,3,4,4,17,4,143,13,4,10,6
23294,965,4,6,11,42,85,1,212,34,0,2,2
23295,965,5,12,16,32,97,6,305,23,1,3,7
23296,965,6,10,2,0,0,6,74,0,30,101,7
23297,965,7,9,23,11,41,2,269,15,2,8,4
23298,965,8,11,12,0,7,8,148,4,33,101,13
23299,965,9,19,29,15,50,0,306,8,1,7,1
23300,965,10,17,17,0,10,4,136,1,33,24,5
23301,965,11,13,5,0,2,8,72,1,30,65,39
23302,965,12,18,3,0,1,8,74,0,6,64,24
23303,965,13,15,3,0,0,0,35,0,6,101,1
23304,965,14,16,6,0,0,8,90,0,33,101,15
23305,965,15,21,3,0,0,2,39,0,33,101,4
23306,965,16,8,4,0,9,4,111,7,2,11,3
23307,965,17,20,2,0,0,1,39,0,33,101,2
23308,965,18,22,0,0,0,4,43,0,33,63,5
23309,965,,5,21,20,84,4,285,46,0,101,3
23310,965,,4,3,1,6,8,74,4,4,14,12
23311,965,,14,8,0,0,8,59,1,33,101,13
23312,965,,7,13,0,0,1,149,2,33,101,2
23269,964,1,1,14,23,53,1,206,20,3,5,2
23270,964,2,3,3,1,6,8,74,4,4,14,12
23271,964,3,2,13,49,100,0,222,40,3,1,1
23272,964,4,6,11,42,85,1,212,34,0,2,2
23273,964,5,8,21,20,84,4,285,46,0,101,3
23274,964,6,4,4,4,16,4,143,13,4,10,6
23275,964,7,5,12,0,7,8,148,4,33,101,13
23276,964,8,9,12,0,0,1,149,2,33,101,2
23277,964,9,12,23,11,41,2,269,15,2,8,4
23278,964,10,11,4,0,9,4,111,7,2,11,3
23279,964,11,7,17,0,10,4,136,1,33,24,5
23280,964,12,16,3,0,0,0,35,0,6,101,1
23281,964,13,13,5,0,2,8,72,1,30,65,39
23282,964,14,17,3,0,1,8,74,0,6,64,24
23283,964,15,18,6,0,0,8,90,0,33,101,15
23284,964,16,15,16,32,97,6,305,23,1,3,7
23285,964,17,14,2,0,0,6,74,0,30,101,7
23286,964,18,22,29,15,50,0,306,8,1,7,1
23287,964,19,19,3,0,0,2,39,0,33,101,4
23288,964,20,10,8,0,0,8,59,1,33,101,13
23289,964,21,20,0,0,0,4,43,0,33,63,5
23290,964,22,21,2,0,0,1,39,0,33,101,2
23247,963,1,4,4,4,16,4,143,13,4,10,6
23248,963,2,3,3,1,5,8,74,4,4,14,12
23249,963,3,2,14,22,52,1,206,20,3,5,2
23250,963,4,6,21,20,84,4,285,46,0,101,3
23251,963,5,11,4,0,9,4,111,7,2,11,3
23252,963,6,7,12,0,7,8,148,4,33,101,13
23253,963,7,22,16,32,97,6,305,23,1,3,7
23254,963,8,8,12,0,0,1,149,2,33,101,2
